COD_LUGAR_ALMAC;COD_PRODUCTO;COD_PRESENTACION;CANTIDAD;NUMERO_LOTE;FECHA_EXPIRACION_LOTE;PROMOCION_LOTE;
36;10;23;7;1150693;TO_DATE('2013-06-07','YYYY-MM-DD');0.0;
36;12;13;153;387925;TO_DATE('2013-04-30','YYYY-MM-DD');0.0;
36;12;21;159;4945940;TO_DATE('2013-07-28','YYYY-MM-DD');0.0;
36;12;22;106;5789591;TO_DATE('2013-08-27','YYYY-MM-DD');0.0;
36;14;12;28;1239396;TO_DATE('2013-07-09','YYYY-MM-DD');0.0;
36;14;13;61;2449884;TO_DATE('2014-02-13','YYYY-MM-DD');0.0;
36;14;15;61;3373028;TO_DATE('2013-07-26','YYYY-MM-DD');0.0;
36;18;14;149;5697690;TO_DATE('2013-10-21','YYYY-MM-DD');0.0;
36;18;19;72;2607274;TO_DATE('2013-12-28','YYYY-MM-DD');0.0;
36;18;24;1;2010703;TO_DATE('2013-06-06','YYYY-MM-DD');0.0;
36;18;27;100;2315506;TO_DATE('2013-10-30','YYYY-MM-DD');0.0;
36;18;28;99;8973518;TO_DATE('2014-03-27','YYYY-MM-DD');0.0;
36;19;14;64;9986639;TO_DATE('2013-10-26','YYYY-MM-DD');0.0;
36;19;21;146;1499609;TO_DATE('2014-01-08','YYYY-MM-DD');0.0;
36;19;26;19;2729056;TO_DATE('2014-02-26','YYYY-MM-DD');0.0;
36;19;28;47;1254722;TO_DATE('2013-10-06','YYYY-MM-DD');0.0;
36;23;11;179;2705803;TO_DATE('2013-10-08','YYYY-MM-DD');0.0;
36;23;25;112;3610743;TO_DATE('2013-06-04','YYYY-MM-DD');0.0;
36;23;29;104;2701234;TO_DATE('2013-05-23','YYYY-MM-DD');0.0;
36;26;11;52;6943220;TO_DATE('2013-05-28','YYYY-MM-DD');0.0;
36;26;13;81;6845259;TO_DATE('2013-10-29','YYYY-MM-DD');0.0;
36;26;15;92;6685030;TO_DATE('2014-04-23','YYYY-MM-DD');0.0;
36;26;16;130;1072538;TO_DATE('2013-06-24','YYYY-MM-DD');0.0;
36;26;20;6;4597948;TO_DATE('2013-05-01','YYYY-MM-DD');0.0;
36;26;24;165;5901338;TO_DATE('2013-06-04','YYYY-MM-DD');0.0;
36;26;25;5;4399120;TO_DATE('2013-08-17','YYYY-MM-DD');0.0;
36;26;27;89;3189022;TO_DATE('2013-11-28','YYYY-MM-DD');0.0;
36;26;28;52;1967028;TO_DATE('2013-06-09','YYYY-MM-DD');0.0;
36;26;29;37;6115265;TO_DATE('2013-09-30','YYYY-MM-DD');0.0;
36;29;16;160;5865830;TO_DATE('2014-01-29','YYYY-MM-DD');0.0;
36;29;24;106;5665420;TO_DATE('2013-06-24','YYYY-MM-DD');0.0;
36;29;26;58;8035994;TO_DATE('2014-03-07','YYYY-MM-DD');0.0;
36;29;27;193;4817295;TO_DATE('2013-05-24','YYYY-MM-DD');0.0;
36;29;28;115;277333;TO_DATE('2014-03-14','YYYY-MM-DD');0.0;
36;32;13;161;9217205;TO_DATE('2013-10-19','YYYY-MM-DD');0.0;
36;32;15;166;5511339;TO_DATE('2013-09-13','YYYY-MM-DD');0.0;
36;32;26;146;1007821;TO_DATE('2013-05-11','YYYY-MM-DD');0.0;
36;32;29;164;2084481;TO_DATE('2014-02-01','YYYY-MM-DD');0.0;
36;38;15;127;7191481;TO_DATE('2013-10-03','YYYY-MM-DD');0.0;
36;38;17;115;4383159;TO_DATE('2013-08-10','YYYY-MM-DD');0.0;
36;38;23;137;1052241;TO_DATE('2013-09-24','YYYY-MM-DD');0.0;
36;41;14;52;3367542;TO_DATE('2013-05-16','YYYY-MM-DD');0.0;
36;41;16;120;2626014;TO_DATE('2014-03-03','YYYY-MM-DD');0.0;
36;41;17;196;3242121;TO_DATE('2014-02-24','YYYY-MM-DD');0.0;
36;43;15;121;5244807;TO_DATE('2013-10-14','YYYY-MM-DD');0.0;
36;43;19;108;1408675;TO_DATE('2014-02-18','YYYY-MM-DD');0.0;
36;43;25;181;6947263;TO_DATE('2014-02-28','YYYY-MM-DD');0.0;
36;43;28;154;1669109;TO_DATE('2013-08-19','YYYY-MM-DD');0.0;
39;6;13;155;1949877;TO_DATE('2014-02-21','YYYY-MM-DD');0.0;
39;6;18;111;2719435;TO_DATE('2013-06-18','YYYY-MM-DD');0.0;
39;6;21;186;1707414;TO_DATE('2013-10-29','YYYY-MM-DD');0.0;
39;6;23;21;8473322;TO_DATE('2013-10-09','YYYY-MM-DD');0.0;
39;6;28;18;6554363;TO_DATE('2014-04-12','YYYY-MM-DD');0.0;
39;6;29;32;6329508;TO_DATE('2014-04-18','YYYY-MM-DD');0.0;
39;10;24;151;3634362;TO_DATE('2014-02-11','YYYY-MM-DD');0.0;
39;10;30;175;1767617;TO_DATE('2014-04-09','YYYY-MM-DD');0.0;
39;12;22;2;2376141;TO_DATE('2013-09-28','YYYY-MM-DD');0.0;
39;12;28;185;5309040;TO_DATE('2013-12-11','YYYY-MM-DD');0.0;
39;14;16;163;9245624;TO_DATE('2014-02-28','YYYY-MM-DD');0.0;
39;14;19;126;6971524;TO_DATE('2013-04-28','YYYY-MM-DD');0.0;
39;15;13;116;5017901;TO_DATE('2014-02-04','YYYY-MM-DD');0.0;
39;15;25;73;1635187;TO_DATE('2014-01-08','YYYY-MM-DD');0.0;
39;16;11;28;9531950;TO_DATE('2013-05-14','YYYY-MM-DD');0.0;
39;16;12;75;2399337;TO_DATE('2014-01-03','YYYY-MM-DD');0.0;
39;16;13;176;3711142;TO_DATE('2014-02-08','YYYY-MM-DD');0.0;
39;16;25;155;2272725;TO_DATE('2013-07-29','YYYY-MM-DD');0.0;
39;16;28;59;1280388;TO_DATE('2013-08-15','YYYY-MM-DD');0.0;
39;16;29;119;7362283;TO_DATE('2013-06-19','YYYY-MM-DD');0.0;
39;17;20;106;8954767;TO_DATE('2013-05-12','YYYY-MM-DD');0.0;
39;17;21;144;8150573;TO_DATE('2013-10-27','YYYY-MM-DD');0.0;
39;17;27;160;5599291;TO_DATE('2013-06-21','YYYY-MM-DD');0.0;
39;18;17;34;1477875;TO_DATE('2013-11-18','YYYY-MM-DD');0.0;
39;18;20;95;9387654;TO_DATE('2013-07-15','YYYY-MM-DD');0.0;
39;18;30;41;1784909;TO_DATE('2013-08-21','YYYY-MM-DD');0.0;
39;19;15;27;1485978;TO_DATE('2014-04-20','YYYY-MM-DD');0.0;
39;22;11;31;6567493;TO_DATE('2014-04-10','YYYY-MM-DD');0.0;
39;22;14;145;8235969;TO_DATE('2014-01-21','YYYY-MM-DD');0.0;
39;22;18;138;1144872;TO_DATE('2013-11-18','YYYY-MM-DD');0.0;
39;22;19;79;3759998;TO_DATE('2013-06-11','YYYY-MM-DD');0.0;
39;23;14;155;1619210;TO_DATE('2014-03-22','YYYY-MM-DD');0.0;
39;23;15;61;3200419;TO_DATE('2013-09-10','YYYY-MM-DD');0.0;
39;23;17;84;3242027;TO_DATE('2014-01-19','YYYY-MM-DD');0.0;
39;23;22;49;1337401;TO_DATE('2014-01-18','YYYY-MM-DD');0.0;
39;24;26;134;4108062;TO_DATE('2013-08-22','YYYY-MM-DD');0.0;
39;24;27;196;1418466;TO_DATE('2013-09-26','YYYY-MM-DD');0.0;
39;29;14;84;7515306;TO_DATE('2014-01-01','YYYY-MM-DD');0.0;
39;29;18;118;9996253;TO_DATE('2013-07-24','YYYY-MM-DD');0.0;
39;29;19;49;7377687;TO_DATE('2013-12-01','YYYY-MM-DD');0.0;
39;29;30;91;1087521;TO_DATE('2013-11-18','YYYY-MM-DD');0.0;
39;33;11;93;7142310;TO_DATE('2013-09-18','YYYY-MM-DD');0.0;
39;33;12;132;1966034;TO_DATE('2013-08-09','YYYY-MM-DD');0.0;
39;33;19;4;9201785;TO_DATE('2014-04-12','YYYY-MM-DD');0.0;
39;33;25;104;3318037;TO_DATE('2013-12-01','YYYY-MM-DD');0.0;
39;33;26;136;6497849;TO_DATE('2014-04-06','YYYY-MM-DD');0.0;
39;33;29;93;6790296;TO_DATE('2013-10-20','YYYY-MM-DD');0.0;
39;34;14;93;6657843;TO_DATE('2013-10-30','YYYY-MM-DD');0.0;
39;34;29;147;9258559;TO_DATE('2013-06-24','YYYY-MM-DD');0.0;
39;34;30;185;6422326;TO_DATE('2013-09-30','YYYY-MM-DD');0.0;
39;36;11;27;5598839;TO_DATE('2013-07-09','YYYY-MM-DD');0.0;
39;36;12;74;1301666;TO_DATE('2013-11-16','YYYY-MM-DD');0.0;
39;36;24;90;5250946;TO_DATE('2014-01-19','YYYY-MM-DD');0.0;
39;44;13;114;5795483;TO_DATE('2013-05-15','YYYY-MM-DD');0.0;
39;44;17;185;7651756;TO_DATE('2013-07-16','YYYY-MM-DD');0.0;
39;44;24;20;3602386;TO_DATE('2013-07-02','YYYY-MM-DD');0.0;
39;44;26;149;1027718;TO_DATE('2013-10-31','YYYY-MM-DD');0.0;
39;45;16;50;908179;TO_DATE('2014-01-20','YYYY-MM-DD');0.0;
39;45;20;87;8965865;TO_DATE('2014-01-11','YYYY-MM-DD');0.0;
39;45;23;156;3014440;TO_DATE('2013-10-06','YYYY-MM-DD');0.0;
39;45;24;39;4098502;TO_DATE('2013-08-13','YYYY-MM-DD');0.0;
39;45;27;40;1512558;TO_DATE('2014-03-01','YYYY-MM-DD');0.0;
39;45;28;115;3924770;TO_DATE('2013-11-16','YYYY-MM-DD');0.0;
39;49;16;7;9155920;TO_DATE('2013-07-29','YYYY-MM-DD');0.0;
39;49;19;152;1902868;TO_DATE('2013-12-07','YYYY-MM-DD');0.0;
39;49;20;98;2195372;TO_DATE('2013-10-20','YYYY-MM-DD');0.0;
39;49;22;25;3365472;TO_DATE('2013-11-05','YYYY-MM-DD');0.0;
39;50;19;50;7847350;TO_DATE('2014-04-24','YYYY-MM-DD');0.0;
39;50;29;158;625466;TO_DATE('2014-03-29','YYYY-MM-DD');0.0;
40;1;12;8;5134999;TO_DATE('2013-12-16','YYYY-MM-DD');0.0;
40;1;15;126;2997433;TO_DATE('2013-12-28','YYYY-MM-DD');0.0;
40;1;16;129;9617390;TO_DATE('2013-11-11','YYYY-MM-DD');0.0;
40;1;17;189;3009069;TO_DATE('2014-02-10','YYYY-MM-DD');0.0;
40;1;19;135;3810876;TO_DATE('2014-04-07','YYYY-MM-DD');0.0;
40;1;23;199;3892055;TO_DATE('2013-11-18','YYYY-MM-DD');0.0;
40;1;24;136;7599642;TO_DATE('2013-12-16','YYYY-MM-DD');0.0;
40;1;25;111;1587429;TO_DATE('2014-04-23','YYYY-MM-DD');0.0;
40;1;26;174;1428962;TO_DATE('2013-05-16','YYYY-MM-DD');0.0;
40;5;13;149;4531412;TO_DATE('2014-01-03','YYYY-MM-DD');0.0;
40;5;16;134;7609641;TO_DATE('2014-03-09','YYYY-MM-DD');0.0;
40;5;19;31;673598;TO_DATE('2013-11-11','YYYY-MM-DD');0.0;
40;5;22;123;8555638;TO_DATE('2013-11-15','YYYY-MM-DD');0.0;
40;5;23;178;7766071;TO_DATE('2014-04-21','YYYY-MM-DD');0.0;
40;5;26;71;5615039;TO_DATE('2014-04-17','YYYY-MM-DD');0.0;
40;5;30;26;9055284;TO_DATE('2014-01-08','YYYY-MM-DD');0.0;
40;17;13;46;9562090;TO_DATE('2013-08-06','YYYY-MM-DD');0.0;
40;17;15;16;5376827;TO_DATE('2013-06-30','YYYY-MM-DD');0.0;
40;17;25;110;2823179;TO_DATE('2013-05-07','YYYY-MM-DD');0.0;
40;17;28;186;6551540;TO_DATE('2014-03-25','YYYY-MM-DD');0.0;
40;17;30;169;9557731;TO_DATE('2014-03-17','YYYY-MM-DD');0.0;
40;20;12;145;9030236;TO_DATE('2013-05-27','YYYY-MM-DD');0.0;
40;20;17;106;549041;TO_DATE('2013-11-30','YYYY-MM-DD');0.0;
40;20;21;173;1803176;TO_DATE('2013-12-06','YYYY-MM-DD');0.0;
40;20;28;161;9834902;TO_DATE('2013-11-09','YYYY-MM-DD');0.0;
40;23;21;18;4138931;TO_DATE('2013-09-19','YYYY-MM-DD');0.0;
40;23;28;63;5975554;TO_DATE('2013-12-02','YYYY-MM-DD');0.0;
40;23;30;194;9060619;TO_DATE('2013-05-05','YYYY-MM-DD');0.0;
40;24;11;29;435480;TO_DATE('2014-01-28','YYYY-MM-DD');0.0;
40;24;25;197;3768663;TO_DATE('2013-08-25','YYYY-MM-DD');0.0;
40;24;27;94;1549334;TO_DATE('2013-12-05','YYYY-MM-DD');0.0;
40;25;16;75;1169087;TO_DATE('2013-11-08','YYYY-MM-DD');0.0;
40;25;21;96;5259434;TO_DATE('2014-02-05','YYYY-MM-DD');0.0;
40;25;27;20;1060703;TO_DATE('2013-10-09','YYYY-MM-DD');0.0;
40;26;14;196;2174127;TO_DATE('2013-11-11','YYYY-MM-DD');0.0;
40;26;19;171;5969236;TO_DATE('2013-07-03','YYYY-MM-DD');0.0;
40;26;26;24;3467500;TO_DATE('2013-06-05','YYYY-MM-DD');0.0;
40;31;13;174;4321393;TO_DATE('2013-12-08','YYYY-MM-DD');0.0;
40;31;19;189;7428059;TO_DATE('2013-10-22','YYYY-MM-DD');0.0;
40;36;21;125;537840;TO_DATE('2014-03-28','YYYY-MM-DD');0.0;
40;39;12;68;8729062;TO_DATE('2014-01-11','YYYY-MM-DD');0.0;
40;39;16;143;4101677;TO_DATE('2014-01-21','YYYY-MM-DD');0.0;
40;39;19;7;3703447;TO_DATE('2013-09-28','YYYY-MM-DD');0.0;
40;39;22;134;4095831;TO_DATE('2013-08-28','YYYY-MM-DD');0.0;
40;39;28;170;1930842;TO_DATE('2013-11-15','YYYY-MM-DD');0.0;
40;39;30;40;4907206;TO_DATE('2013-09-07','YYYY-MM-DD');0.0;
40;42;12;23;3355347;TO_DATE('2014-02-14','YYYY-MM-DD');0.0;
40;42;16;93;5577517;TO_DATE('2014-03-20','YYYY-MM-DD');0.0;
40;42;21;16;6951460;TO_DATE('2013-05-11','YYYY-MM-DD');0.0;
40;48;12;143;4170982;TO_DATE('2013-07-19','YYYY-MM-DD');0.0;
40;48;13;171;6828181;TO_DATE('2013-09-23','YYYY-MM-DD');0.0;
40;49;29;170;6169346;TO_DATE('2014-03-08','YYYY-MM-DD');0.0;
40;50;13;18;3343171;TO_DATE('2013-12-25','YYYY-MM-DD');0.0;
40;50;14;17;6255899;TO_DATE('2013-07-13','YYYY-MM-DD');0.0;
40;50;17;130;4079357;TO_DATE('2013-08-22','YYYY-MM-DD');0.0;
40;50;25;170;1449607;TO_DATE('2013-08-19','YYYY-MM-DD');0.0;
40;50;30;46;3569527;TO_DATE('2013-06-10','YYYY-MM-DD');0.0;
46;1;11;27;9290673;TO_DATE('2013-11-23','YYYY-MM-DD');0.0;
46;1;13;10;8275046;TO_DATE('2013-06-15','YYYY-MM-DD');0.0;
46;1;15;26;4226245;TO_DATE('2013-07-24','YYYY-MM-DD');0.0;
46;1;22;145;3225456;TO_DATE('2013-06-15','YYYY-MM-DD');0.0;
46;1;24;23;7436006;TO_DATE('2013-07-21','YYYY-MM-DD');0.0;
46;1;28;42;3219683;TO_DATE('2014-04-12','YYYY-MM-DD');0.0;
46;4;15;191;1996834;TO_DATE('2013-10-11','YYYY-MM-DD');0.0;
46;4;17;120;1813366;TO_DATE('2013-06-15','YYYY-MM-DD');0.0;
46;4;18;55;6506722;TO_DATE('2014-02-20','YYYY-MM-DD');0.0;
46;4;19;121;1267570;TO_DATE('2014-04-18','YYYY-MM-DD');0.0;
46;4;29;162;2106983;TO_DATE('2014-01-06','YYYY-MM-DD');0.0;
46;7;16;166;9905473;TO_DATE('2013-10-11','YYYY-MM-DD');0.0;
46;7;18;177;4719383;TO_DATE('2013-05-18','YYYY-MM-DD');0.0;
46;7;21;165;1799990;TO_DATE('2014-02-19','YYYY-MM-DD');0.0;
46;7;25;10;7386540;TO_DATE('2013-06-22','YYYY-MM-DD');0.0;
46;7;27;197;3547636;TO_DATE('2013-04-30','YYYY-MM-DD');0.0;
46;12;13;192;9276338;TO_DATE('2013-11-03','YYYY-MM-DD');0.0;
46;12;19;50;9986226;TO_DATE('2014-04-27','YYYY-MM-DD');0.0;
46;12;24;100;804963;TO_DATE('2013-08-14','YYYY-MM-DD');0.0;
46;12;25;111;1164467;TO_DATE('2014-02-20','YYYY-MM-DD');0.0;
46;15;11;55;7346767;TO_DATE('2014-02-24','YYYY-MM-DD');0.0;
46;15;13;33;2251839;TO_DATE('2013-12-10','YYYY-MM-DD');0.0;
46;15;21;6;231569;TO_DATE('2014-01-22','YYYY-MM-DD');0.0;
46;16;14;71;3922518;TO_DATE('2014-04-19','YYYY-MM-DD');0.0;
46;16;21;14;258796;TO_DATE('2013-08-23','YYYY-MM-DD');0.0;
46;16;24;193;7582709;TO_DATE('2013-05-01','YYYY-MM-DD');0.0;
46;19;13;77;43817;TO_DATE('2014-01-30','YYYY-MM-DD');0.0;
46;19;14;142;7111486;TO_DATE('2014-03-01','YYYY-MM-DD');0.0;
46;19;16;27;7463838;TO_DATE('2014-01-17','YYYY-MM-DD');0.0;
46;19;27;31;1947067;TO_DATE('2013-12-04','YYYY-MM-DD');0.0;
46;20;23;106;7390370;TO_DATE('2013-09-08','YYYY-MM-DD');0.0;
46;20;25;39;3809956;TO_DATE('2013-09-19','YYYY-MM-DD');0.0;
46;20;28;134;3613347;TO_DATE('2013-10-06','YYYY-MM-DD');0.0;
46;21;14;86;6054829;TO_DATE('2014-02-09','YYYY-MM-DD');0.0;
46;21;24;136;1280655;TO_DATE('2014-03-18','YYYY-MM-DD');0.0;
46;24;14;103;5283236;TO_DATE('2014-02-17','YYYY-MM-DD');0.0;
46;24;16;156;2786120;TO_DATE('2013-06-07','YYYY-MM-DD');0.0;
46;24;22;98;8806748;TO_DATE('2013-11-15','YYYY-MM-DD');0.0;
46;24;24;109;6930287;TO_DATE('2013-05-06','YYYY-MM-DD');0.0;
46;29;13;23;9147016;TO_DATE('2014-04-08','YYYY-MM-DD');0.0;
46;29;17;97;1296577;TO_DATE('2014-04-15','YYYY-MM-DD');0.0;
46;29;27;17;1489855;TO_DATE('2014-01-25','YYYY-MM-DD');0.0;
46;29;28;175;4901582;TO_DATE('2014-04-19','YYYY-MM-DD');0.0;
46;29;29;127;6407758;TO_DATE('2013-07-11','YYYY-MM-DD');0.0;
46;30;17;1;6593419;TO_DATE('2014-01-12','YYYY-MM-DD');0.0;
46;30;18;46;9481635;TO_DATE('2013-06-10','YYYY-MM-DD');0.0;
46;30;21;144;233594;TO_DATE('2013-09-06','YYYY-MM-DD');0.0;
46;30;25;167;4952399;TO_DATE('2013-05-14','YYYY-MM-DD');0.0;
46;30;27;23;4669282;TO_DATE('2013-06-13','YYYY-MM-DD');0.0;
46;31;14;9;7628207;TO_DATE('2013-11-14','YYYY-MM-DD');0.0;
46;31;17;183;8244621;TO_DATE('2013-08-08','YYYY-MM-DD');0.0;
46;31;20;106;8813855;TO_DATE('2013-06-23','YYYY-MM-DD');0.0;
46;31;27;70;5178439;TO_DATE('2013-04-30','YYYY-MM-DD');0.0;
46;31;28;15;9701375;TO_DATE('2014-02-08','YYYY-MM-DD');0.0;
46;31;29;72;2598558;TO_DATE('2013-10-20','YYYY-MM-DD');0.0;
46;32;22;74;3285874;TO_DATE('2013-12-10','YYYY-MM-DD');0.0;
46;32;23;57;219186;TO_DATE('2013-10-22','YYYY-MM-DD');0.0;
46;32;24;83;1272739;TO_DATE('2014-03-21','YYYY-MM-DD');0.0;
46;32;25;95;3645862;TO_DATE('2014-02-10','YYYY-MM-DD');0.0;
46;32;30;151;3811215;TO_DATE('2013-06-24','YYYY-MM-DD');0.0;
46;33;13;30;2999769;TO_DATE('2014-03-15','YYYY-MM-DD');0.0;
46;33;20;57;9377424;TO_DATE('2013-10-16','YYYY-MM-DD');0.0;
46;33;22;68;1152778;TO_DATE('2013-12-24','YYYY-MM-DD');0.0;
46;33;24;173;3608477;TO_DATE('2013-10-22','YYYY-MM-DD');0.0;
46;33;25;73;1415331;TO_DATE('2014-03-10','YYYY-MM-DD');0.0;
46;33;26;122;9459862;TO_DATE('2013-05-11','YYYY-MM-DD');0.0;
46;33;27;79;6257215;TO_DATE('2013-12-25','YYYY-MM-DD');0.0;
46;33;29;191;2669652;TO_DATE('2013-11-28','YYYY-MM-DD');0.0;
46;38;17;124;7075020;TO_DATE('2014-03-15','YYYY-MM-DD');0.0;
46;38;30;170;8667595;TO_DATE('2013-09-24','YYYY-MM-DD');0.0;
46;39;12;82;6012495;TO_DATE('2014-02-27','YYYY-MM-DD');0.0;
46;39;15;105;2217043;TO_DATE('2013-10-13','YYYY-MM-DD');0.0;
46;39;19;191;7395707;TO_DATE('2014-03-01','YYYY-MM-DD');0.0;
46;39;23;135;718224;TO_DATE('2013-08-14','YYYY-MM-DD');0.0;
46;39;25;113;5146268;TO_DATE('2014-01-07','YYYY-MM-DD');0.0;
46;39;29;13;3199179;TO_DATE('2014-02-27','YYYY-MM-DD');0.0;
46;39;30;68;6745279;TO_DATE('2014-02-23','YYYY-MM-DD');0.0;
46;40;11;182;9455392;TO_DATE('2014-03-28','YYYY-MM-DD');0.0;
46;40;17;163;9233022;TO_DATE('2014-04-17','YYYY-MM-DD');0.0;
46;40;23;7;1800377;TO_DATE('2014-01-08','YYYY-MM-DD');0.0;
46;40;28;106;8596922;TO_DATE('2013-05-02','YYYY-MM-DD');0.0;
46;41;11;192;8542740;TO_DATE('2013-12-27','YYYY-MM-DD');0.0;
46;41;16;163;3631770;TO_DATE('2013-07-04','YYYY-MM-DD');0.0;
46;41;17;9;3095635;TO_DATE('2013-10-14','YYYY-MM-DD');0.0;
46;41;23;144;3281287;TO_DATE('2013-07-25','YYYY-MM-DD');0.0;
46;46;18;114;3959855;TO_DATE('2014-03-07','YYYY-MM-DD');0.0;
46;49;13;196;4777701;TO_DATE('2014-01-22','YYYY-MM-DD');0.0;
49;2;19;40;9852281;TO_DATE('2013-09-26','YYYY-MM-DD');0.0;
49;2;20;95;2562413;TO_DATE('2014-02-03','YYYY-MM-DD');0.0;
49;2;22;41;4511253;TO_DATE('2014-02-28','YYYY-MM-DD');0.0;
49;2;27;156;5501061;TO_DATE('2013-07-31','YYYY-MM-DD');0.0;
49;4;15;144;1800697;TO_DATE('2013-10-19','YYYY-MM-DD');0.0;
49;4;22;55;1267816;TO_DATE('2013-07-20','YYYY-MM-DD');0.0;
49;7;21;200;7566816;TO_DATE('2013-08-02','YYYY-MM-DD');0.0;
49;7;26;99;7405423;TO_DATE('2014-01-19','YYYY-MM-DD');0.0;
49;10;13;166;7186070;TO_DATE('2013-11-02','YYYY-MM-DD');0.0;
49;10;18;182;197219;TO_DATE('2013-12-05','YYYY-MM-DD');0.0;
49;10;23;92;5891602;TO_DATE('2013-08-01','YYYY-MM-DD');0.0;
49;10;24;113;2937115;TO_DATE('2013-12-28','YYYY-MM-DD');0.0;
49;10;30;58;8205206;TO_DATE('2014-01-12','YYYY-MM-DD');0.0;
49;11;14;114;7679933;TO_DATE('2013-08-23','YYYY-MM-DD');0.0;
49;11;15;102;7138002;TO_DATE('2013-11-10','YYYY-MM-DD');0.0;
49;11;17;36;1150438;TO_DATE('2013-10-29','YYYY-MM-DD');0.0;
49;11;19;20;1267658;TO_DATE('2013-07-06','YYYY-MM-DD');0.0;
49;11;27;121;2357946;TO_DATE('2013-08-08','YYYY-MM-DD');0.0;
49;11;30;146;9116202;TO_DATE('2014-02-26','YYYY-MM-DD');0.0;
49;12;25;39;6848924;TO_DATE('2013-11-19','YYYY-MM-DD');0.0;
49;13;17;4;2564485;TO_DATE('2013-10-15','YYYY-MM-DD');0.0;
49;13;20;200;2308266;TO_DATE('2013-06-08','YYYY-MM-DD');0.0;
49;13;24;129;6241748;TO_DATE('2013-06-01','YYYY-MM-DD');0.0;
49;13;27;91;7856887;TO_DATE('2013-07-27','YYYY-MM-DD');0.0;
49;16;12;8;9712906;TO_DATE('2013-12-28','YYYY-MM-DD');0.0;
49;16;16;63;4038431;TO_DATE('2014-02-13','YYYY-MM-DD');0.0;
49;16;20;21;2141246;TO_DATE('2013-11-20','YYYY-MM-DD');0.0;
49;16;23;36;4210654;TO_DATE('2013-05-25','YYYY-MM-DD');0.0;
49;16;29;121;7812114;TO_DATE('2013-09-07','YYYY-MM-DD');0.0;
49;17;11;30;2819442;TO_DATE('2013-08-26','YYYY-MM-DD');0.0;
49;17;13;47;3047935;TO_DATE('2014-04-24','YYYY-MM-DD');0.0;
49;17;19;167;5780093;TO_DATE('2013-11-02','YYYY-MM-DD');0.0;
49;17;25;174;4778051;TO_DATE('2013-07-12','YYYY-MM-DD');0.0;
49;17;27;161;8068386;TO_DATE('2013-06-13','YYYY-MM-DD');0.0;
49;17;29;119;2746131;TO_DATE('2014-04-14','YYYY-MM-DD');0.0;
49;24;14;73;1707483;TO_DATE('2013-06-30','YYYY-MM-DD');0.0;
49;24;19;108;9667124;TO_DATE('2014-02-07','YYYY-MM-DD');0.0;
49;24;26;9;4139023;TO_DATE('2013-11-07','YYYY-MM-DD');0.0;
49;25;11;34;2320350;TO_DATE('2013-12-11','YYYY-MM-DD');0.0;
49;25;13;77;4622993;TO_DATE('2013-12-20','YYYY-MM-DD');0.0;
49;25;24;22;6264689;TO_DATE('2013-11-21','YYYY-MM-DD');0.0;
49;25;30;87;2701145;TO_DATE('2013-04-28','YYYY-MM-DD');0.0;
49;32;13;198;119677;TO_DATE('2013-12-10','YYYY-MM-DD');0.0;
49;32;19;18;7533775;TO_DATE('2013-09-22','YYYY-MM-DD');0.0;
49;32;21;148;8060342;TO_DATE('2013-11-18','YYYY-MM-DD');0.0;
49;32;26;137;2045187;TO_DATE('2013-07-17','YYYY-MM-DD');0.0;
49;34;20;196;7635676;TO_DATE('2013-11-03','YYYY-MM-DD');0.0;
49;38;24;45;1505424;TO_DATE('2013-07-01','YYYY-MM-DD');0.0;
49;41;12;189;8970117;TO_DATE('2014-03-24','YYYY-MM-DD');0.0;
49;41;16;19;1520714;TO_DATE('2013-08-15','YYYY-MM-DD');0.0;
49;41;17;79;607830;TO_DATE('2013-12-01','YYYY-MM-DD');0.0;
49;41;20;129;3034218;TO_DATE('2013-11-05','YYYY-MM-DD');0.0;
49;41;21;188;2794188;TO_DATE('2013-12-16','YYYY-MM-DD');0.0;
49;41;27;70;6988067;TO_DATE('2013-07-25','YYYY-MM-DD');0.0;
49;41;29;51;5774669;TO_DATE('2013-07-02','YYYY-MM-DD');0.0;
49;42;18;104;9699444;TO_DATE('2013-10-20','YYYY-MM-DD');0.0;
49;42;20;116;9629313;TO_DATE('2013-05-31','YYYY-MM-DD');0.0;
49;42;29;147;7393597;TO_DATE('2013-05-28','YYYY-MM-DD');0.0;
49;42;30;83;6524450;TO_DATE('2013-05-11','YYYY-MM-DD');0.0;
49;43;21;137;9304830;TO_DATE('2014-04-08','YYYY-MM-DD');0.0;
49;43;22;97;8810381;TO_DATE('2013-10-03','YYYY-MM-DD');0.0;
49;43;23;154;6667861;TO_DATE('2014-04-29','YYYY-MM-DD');0.0;
49;43;25;133;6038099;TO_DATE('2013-07-19','YYYY-MM-DD');0.0;
49;43;27;151;3861350;TO_DATE('2013-07-14','YYYY-MM-DD');0.0;
49;44;20;5;6864798;TO_DATE('2013-06-09','YYYY-MM-DD');0.0;
49;44;23;125;6037661;TO_DATE('2013-11-18','YYYY-MM-DD');0.0;
54;11;19;83;9147925;TO_DATE('2014-01-06','YYYY-MM-DD');0.0;
54;11;23;100;7034955;TO_DATE('2013-06-11','YYYY-MM-DD');0.0;
54;11;28;176;941737;TO_DATE('2013-05-06','YYYY-MM-DD');0.0;
54;15;12;128;6687705;TO_DATE('2013-09-23','YYYY-MM-DD');0.0;
