COD_BODEGA;COD_PEDIDO;
3215;7898164;
4240;7898164;
605;7898164;
747;7898164;
246;7695092;
1718;7184253;
3932;5758155;
1520;5758155;
758;5758155;
614;5758155;
729;5758155;
4343;9059527;
3650;9059527;
45;552643;
3679;552643;
3939;552643;
2311;4618393;
1117;4618393;
4145;7820388;
1350;2403402;
3475;2403402;
3355;2403402;
102;2403402;
2317;8586570;
2038;8586570;
3037;1375169;
2981;1375169;
2423;7357451;
205;7357451;
853;3233673;
852;3233673;
4263;3233673;
4345;3233673;
2537;3233673;
3771;8554575;
3383;8554575;
1230;105699;
1845;105699;
2234;105699;
3471;453150;
854;9403665;
986;9403665;
2809;9403665;
1312;9403665;
2110;9403665;
4225;1701442;
2752;1701442;
717;1701442;
2359;3796515;
657;3796515;
3346;3310819;
1866;3310819;
340;3310819;
3345;3310819;
4177;9111304;
3189;9111304;
1289;9111304;
2242;9111304;
3285;9482073;
4422;9482073;
1592;6510019;
2004;6510019;
1810;6510019;
1922;6510019;
644;6510019;
471;3533634;
2905;3533634;
1412;3533634;
2184;3533634;
3710;8682234;
439;8682234;
427;1639941;
4000;1639941;
2367;1639941;
4263;1639941;
392;1779856;
3992;1779856;
1681;7165525;
1059;7165525;
3961;7165525;
3737;7165525;
4208;3341248;
2272;3341248;
1866;4003801;
3305;7642917;
3470;7642917;
4071;7642917;
1346;1550018;
3967;1550018;
922;1550018;
2764;4420930;
2105;4420930;
3355;4420930;
1892;4420930;
4066;5061090;
1200;5061090;
2451;9060608;
3732;214071;
4137;214071;
3694;214071;
1908;8821423;
36;9121732;
1777;9121732;
578;9121732;
4181;9121732;
2663;9121732;
2916;8270580;
1471;3303364;
637;9422509;
6;9422509;
1577;5930329;
2548;4593228;
1579;4593228;
1644;4593228;
3003;4593228;
4187;3068413;
1020;4486517;
2958;4486517;
3634;4486517;
3118;4486517;
825;9710672;
2432;9710672;
3164;9710672;
490;9710672;
98;189244;
666;189244;
910;189244;
3808;189244;
2235;189244;
1990;1489014;
4033;1489014;
3089;2636155;
2587;2636155;
2411;2636155;
3714;1852289;
4237;1852289;
207;1852289;
4103;1852289;
65;1852289;
1241;1440659;
3947;1440659;
1973;937541;
3627;937541;
3744;937541;
38;937541;
1117;3889879;
2998;3889879;
246;3889879;
2205;3889879;
3039;7944755;
4359;7944755;
3728;2111831;
3088;2111831;
243;2111831;
4114;1789284;
106;1789284;
2857;9054388;
864;9054388;
2921;9054388;
2510;2112837;
2758;2112837;
631;2112837;
1746;2112837;
3297;547563;
3457;547563;
3464;7381169;
1411;4396057;
3633;4396057;
3716;4396057;
3926;4396057;
1168;4396057;
1368;2894873;
3281;2894873;
97;2894873;
1600;2894873;
92;2894873;
1091;2810441;
3735;2810441;
2942;2810441;
932;2810441;
3693;2571678;
2229;2571678;
2906;8753776;
692;8753776;
2742;8753776;
554;1292851;
3093;2019288;
400;2019288;
1292;2019288;
4491;6416512;
189;1407124;
235;6629125;
1979;6629125;
4432;8204684;
904;8204684;
2787;8204684;
3966;6943078;
293;6943078;
645;6943078;
1928;6943078;
3246;600484;
1131;6647421;
877;6647421;
4221;5825570;
2375;9865865;
2740;8207567;
454;8207567;
382;8207567;
4072;8207567;
111;8207567;
3204;3858213;
521;3858213;
3668;3858213;
4306;3858213;
4006;6057519;
4238;6057519;
3236;6057519;
3374;6057519;
3748;3052381;
1158;3052381;
3009;3052381;
4338;6445020;
3953;6445020;
145;6445020;
169;6445020;
3550;4813151;
3496;5827768;
74;5827768;
2514;38864;
4026;38864;
2127;1358055;
3104;1358055;
206;1358055;
2078;1358055;
1889;7634585;
970;7634585;
4023;7634585;
1418;7634585;
2628;7634585;
3385;3772607;
4187;3772607;
995;3772607;
1830;3772607;
1768;3772607;
1100;490592;
2247;490592;
766;2081944;
707;2081944;
2952;3474208;
2;3474208;
3778;3474208;
144;3474208;
4010;3474208;
4264;5309889;
1115;5309889;
3498;5309889;
2835;8872069;
2933;8872069;
2699;8872069;
2220;3613269;
414;3613269;
2114;3613269;
1792;3652192;
2472;2788752;
1997;2788752;
1065;2788752;
4018;2788752;
2235;2895923;
895;287592;
269;287592;
3271;287592;
1354;287592;
1187;287592;
550;3540104;
4267;3540104;
1363;3540104;
4302;3351104;
1223;3351104;
3780;9862122;
625;9862122;
2004;9479490;
3605;869930;
4226;8675735;
2909;8675735;
360;1136415;
1969;1136415;
3709;1136415;
1708;1136415;
2133;1136415;
2820;1239984;
2284;1239984;
1743;1239984;
708;1568684;
1712;434117;
1909;434117;
1813;434117;
161;434117;
1926;6428504;
4125;6428504;
1778;6428504;
830;6428504;
1837;4606690;
2007;4606690;
4113;4606690;
1274;4606690;
1304;6972562;
1415;6972562;
1458;6972562;
4429;9793331;
3222;9793331;
2792;9793331;
3451;9793331;
567;9916808;
762;9916808;
1881;2209546;
550;2209546;
2859;2209546;
1558;2209546;
29;2209546;
2173;8022703;
4200;7635397;
168;7635397;
1834;7635397;
1403;7635397;
440;7635397;
573;4583246;
1443;4583246;
2038;4583246;
2946;7861249;
4367;7861249;
1608;7861249;
2971;1224395;
2408;1224395;
2169;3599668;
3243;3599668;
1681;3599668;
2430;2752233;
3076;2752233;
4308;2752233;
2132;2752233;
3054;6504957;
3279;6504957;
3355;6504957;
1314;8334730;
4401;2774376;
3973;2774376;
3854;2774376;
3249;2774376;
4083;4272917;
304;4272917;
1178;4272917;
421;4272917;
1555;5530835;
4500;5530835;
2877;5530835;
428;5530835;
4392;8663520;
1643;8663520;
1511;3041886;
4179;3041886;
353;5858436;
4107;5858436;
3845;4282092;
356;4282092;
1051;4282092;
2596;7975471;
389;7975471;
3577;7975471;
847;6209581;
305;6209581;
276;6209581;
1991;7298571;
1455;6515789;
806;3600519;
2814;7266895;
501;2122229;
3433;2122229;
1244;2122229;
181;2122229;
908;8404624;
2597;8404624;
661;8404624;
3039;8404624;
334;8404624;
1527;6134813;
3594;6134813;
2034;6134813;
763;6134813;
3162;9117322;
3718;9117322;
2122;9117322;
3396;9117322;
3299;7269761;
128;7269761;
450;7269761;
1303;7269761;
687;2771632;
3932;2771632;
3229;2771632;
3157;2771632;
4056;8947308;
3897;8947308;
3839;4680507;
2441;4680507;
767;3871962;
2219;3871962;
4423;3871962;
312;3871962;
2232;3871962;
2214;8559520;
2258;5548160;
560;9598124;
1280;9598124;
2976;6863103;
2037;5060889;
565;71516;
1680;71516;
2989;71516;
767;5279495;
4480;5279495;
2019;5279495;
4359;5279495;
3702;9812332;
2748;9812332;
1584;9812332;
2963;9812332;
1178;1996115;
3599;1996115;
2522;1996115;
1339;1996115;
3415;8282301;
1974;8282301;
1005;781253;
2098;781253;
1748;781253;
1204;781253;
1989;4283124;
3258;4283124;
1637;4283124;
2755;5303425;
2760;857390;
3627;6883582;
3442;6883582;
3859;1113428;
2004;9452018;
1859;9452018;
2475;9452018;
3674;9452018;
1922;2863283;
3475;2863283;
1946;1861710;
121;3524553;
4249;3524553;
727;4387698;
3717;4387698;
1508;1352181;
2223;1352181;
1939;1352181;
848;1352181;
4437;7690430;
2048;6392887;
1775;6392887;
3638;3676676;
689;2308699;
465;8619344;
1339;8619344;
2366;8619344;
1735;8619344;
1756;9308889;
2222;9308889;
4249;9308889;
2332;9308889;
1153;3989079;
1516;3989079;
2917;3989079;
4282;9452155;
345;9452155;
2920;9452155;
2980;9452155;
1749;8961800;
3557;8961800;
595;8961800;
2761;1785838;
459;1785838;
1928;1785838;
3407;1785838;
1363;3647378;
1741;7727192;
4122;7727192;
4254;7727192;
1084;505588;
2540;505588;
3755;505588;
4399;5557671;
1032;5557671;
1271;5557671;
354;8056670;
4194;8056670;
4494;8056670;
1760;8056670;
1889;8881472;
1273;8881472;
3506;8881472;
1566;8881472;
916;8881472;
1050;7507742;
677;7507742;
1463;7507742;
3483;5073433;
2064;5073433;
536;6715044;
1799;6715044;
1695;2897951;
87;2897951;
423;2897951;
2160;2030019;
2766;2030019;
1638;9200396;
2793;9200396;
2035;9200396;
39;9200396;
4036;9200396;
2627;2690360;
2198;2084286;
690;1452054;
1328;1452054;
2938;4948908;
660;4948908;
2521;4948908;
771;4948908;
2258;7202395;
4272;7202395;
3257;7202395;
2472;9854865;
3583;9854865;
2351;2760346;
759;2760346;
895;2760346;
3867;5221038;
785;9345789;
582;9345789;
3546;9806115;
2568;9806115;
1595;9806115;
3704;9806115;
737;9092969;
241;9092969;
4266;9092969;
2849;9092969;
1343;3890093;
501;3890093;
341;3890093;
2021;2957373;
1028;2957373;
2301;2957373;
4246;4558929;
2567;4558929;
3761;4558929;
4490;4558929;
2220;4558929;
1188;3703580;
1843;3703580;
3597;3703580;
3644;3703580;
1485;9601781;
1911;9753226;
1420;9753226;
4101;3014489;
1995;3014489;
4149;1606562;
1875;1606562;
3947;1606562;
1204;4293189;
2441;4293189;
544;2009961;
2505;2009961;
885;673428;
3206;673428;
1146;673428;
901;673428;
256;673428;
509;2875505;
4036;2875505;
456;2135946;
2407;2135946;
2887;2403728;
2749;2403728;
4378;2403728;
2577;2403728;
1339;2403728;
2856;1031428;
202;1031428;
2552;1031428;
297;6631521;
3773;6631521;
1403;6631521;
113;6631521;
1853;6631521;
2009;8045490;
4304;8045490;
787;8241790;
4130;8241790;
2712;8241790;
2693;8241790;
1084;592097;
4417;592097;
4019;8325567;
4155;8325567;
3739;8325567;
3121;8325567;
4357;9715639;
4470;9715639;
67;9715639;
2700;9715639;
1792;752639;
1512;752639;
916;752639;
3996;752639;
4431;1713625;
2971;1713625;
2204;4953540;
3129;4953540;
324;4953540;
4295;4953540;
3066;6064926;
2646;6064926;
4393;6064926;
3604;5912707;
1171;1307450;
2521;4958895;
3626;4958895;
384;4958895;
2689;9305308;
3354;4989531;
1537;4989531;
1038;8562289;
2948;8562289;
3204;8562289;
986;8562289;
2119;792346;
1960;792346;
861;792346;
2791;2683825;
2233;5662602;
2223;8277189;
716;8277189;
4365;8277189;
1413;3529628;
3485;3529628;
2435;3529628;
312;922219;
1764;922219;
1682;922219;
3386;922219;
1770;922219;
145;1954777;
2615;1954777;
3934;8898773;
3546;9007839;
2527;9007839;
2709;9007839;
1392;9007839;
4417;740871;
2596;740871;
1176;740871;
3155;740871;
3942;740871;
1312;336138;
160;336138;
1022;336138;
1104;5314704;
1698;5940317;
4359;5940317;
32;5940317;
3462;3635161;
422;3635161;
2371;3635161;
2883;8493528;
827;8493528;
1061;8493528;
3509;8493528;
3664;4069877;
1777;4069877;
782;4069877;
2469;4069877;
3543;4069877;
3656;4228599;
3808;4228599;
40;4228599;
4392;5957030;
1566;5957030;
3966;9978328;
4273;9978328;
3845;9978328;
2222;6014440;
1511;6014440;
3385;6014440;
3706;9761100;
4163;9761100;
1694;9761100;
2995;9761100;
1757;7321222;
4218;7321222;
1541;7321222;
3170;4512746;
4372;4613916;
1404;4613916;
2093;1795543;
1247;1795543;
3037;1795543;
3129;1795543;
1016;5780910;
1230;5780910;
4398;5780910;
857;8289750;
1967;8289750;
3758;5862762;
3093;5862762;
1111;290552;
4208;290552;
2560;290552;
2282;290552;
3612;290552;
3162;7506992;
1023;7506992;
3353;7506992;
3109;5222278;
2003;5222278;
1469;347937;
2252;347937;
4002;347937;
2030;7367061;
3637;7367061;
2920;7367061;
1403;2082545;
491;2082545;
2795;2082545;
2467;5926795;
391;5926795;
3030;5926795;
29;5926795;
2883;5926795;
3059;4681759;
3194;4681759;
3448;7062198;
1539;7062198;
3125;7062198;
2949;7062198;
4210;5906264;
2082;4063886;
1518;4063886;
1618;4063886;
1614;4063886;
2809;4063886;
2280;5235762;
4013;5235762;
2688;5235762;
2949;5235762;
3425;5235762;
1279;3728706;
2198;8628787;
2799;8628787;
778;8628787;
116;8628787;
3175;8628787;
1591;1863855;
2579;1863855;
450;1863855;
1365;1863855;
2145;1863855;
355;4153776;
2957;4153776;
1711;4153776;
3848;4153776;
1639;6911544;
4435;859781;
86;859781;
1161;859781;
4127;859781;
767;859781;
3547;4606729;
179;8558240;
1806;8558240;
4296;9188212;
1504;9188212;
4258;9188212;
199;580952;
2451;580952;
65;580952;
2449;8256892;
1939;1187573;
2023;1187573;
1466;1187573;
1630;1187573;
3960;1187573;
1328;3133416;
3929;3133416;
641;3133416;
4394;3133416;
2860;6168788;
108;8433333;
538;8433333;
322;8433333;
2265;8433333;
2376;8433333;
1264;5707094;
1445;5707094;
2451;5707094;
1791;5707094;
1859;5707094;
1469;8039266;
2541;6284496;
1477;8167449;
4376;8167449;
1822;8167449;
4319;8167449;
2768;4616404;
3166;4616404;
656;8157401;
783;8157401;
2172;8157401;
508;8157401;
2239;8157401;
3511;5797879;
3588;5797879;
571;5797879;
3540;7871151;
4486;7562784;
3023;7562784;
1940;7562784;
2361;7562784;
579;813075;
4431;813075;
4320;813075;
1855;813075;
3336;5023078;
94;8042782;
552;8042782;
2038;8042782;
485;8042782;
3171;6119706;
4387;6119706;
2029;6119706;
2626;9250459;
2723;9250459;
1951;9250459;
1067;4310707;
2892;4310707;
3262;4310707;
3902;4310707;
4214;3779529;
3297;3779529;
1093;3779529;
2984;3779529;
2341;4011178;
2209;3110813;
1963;7870315;
2338;7870315;
985;7870315;
2178;1801361;
1401;1801361;
2264;482196;
1650;482196;
4342;482196;
1634;482196;
1201;6046794;
1912;6046794;
2006;6046794;
2578;6046794;
3714;9890981;
3698;9890981;
4382;9890981;
926;2897380;
137;2897380;
2327;2897380;
1800;2897380;
3609;1129782;
3014;4349335;
2004;4349335;
422;4349335;
3415;6796935;
558;6796935;
2167;6796935;
3303;6796935;
1203;6347882;
3513;6347882;
1390;6347882;
3686;2677215;
3101;7359044;
3112;7359044;
2683;5063099;
3001;6565009;
1622;5030857;
2572;5030857;
1476;9621100;
3719;8321516;
3974;8321516;
3274;8321516;
3698;3476128;
3871;3476128;
937;3476128;
1353;3476128;
1879;1240600;
4094;771003;
2638;771003;
3414;771003;
3179;771003;
3875;1495996;
2616;1495996;
2144;1495996;
755;1495996;
1123;1495996;
2213;8186835;
2016;506202;
2415;506202;
57;506202;
2715;506202;
3593;2008420;
3009;2008420;
2503;2008420;
4292;2008420;
1435;5703200;
446;5703200;
3240;5703200;
2520;4521582;
355;4521582;
2359;4521582;
2646;3809794;
1502;3809794;
3043;2580414;
2943;2580414;
4410;2580414;
2586;2580414;
586;8592428;
2473;8592428;
3614;8592428;
3813;8592428;
1508;8592428;
2265;1909257;
1435;9390404;
314;9390404;
1186;7292793;
2131;7292793;
2801;9234457;
2493;7924848;
3947;7924848;
4018;9511856;
2485;9511856;
2971;9511856;
140;9511856;
1506;1635354;
802;1635354;
214;1635354;
1164;1635354;
2098;3180419;
615;3180419;
4019;3180419;
1869;7928249;
302;7928249;
4024;7928249;
1161;7946873;
2347;7946873;
2639;7946873;
1377;7946873;
911;8729397;
3307;8729397;
3535;8729397;
2043;6664364;
3498;2631375;
797;4767750;
2587;4767750;
1356;4578929;
569;4578929;
2707;4578929;
595;4578929;
1301;4578929;
30;116863;
2543;116863;
3708;8552624;
847;5922988;
1588;5922988;
2095;1131823;
2272;1131823;
3941;5404287;
2190;5404287;
128;5404287;
3558;5404287;
4494;9755596;
4003;8478485;
3025;8478485;
3241;8478485;
3199;8478485;
2897;8478485;
1919;8587013;
551;8587013;
3341;8587013;
4422;8587013;
3674;8587013;
4431;3412756;
4179;3412756;
2411;3412756;
3745;7187897;
458;7187897;
1903;7187897;
3353;5651186;
746;5651186;
3390;5651186;
2271;9686745;
2267;3348725;
2839;3348725;
4173;2406879;
1196;2406879;
4357;2406879;
2735;1968882;
751;596751;
39;596751;
3740;596751;
1848;6514133;
2853;6514133;
1164;6514133;
2998;6514133;
2625;6514133;
1411;8494460;
3485;8494460;
3029;3636239;
2733;538536;
2369;538536;
972;538536;
3643;538536;
3849;512947;
1676;512947;
858;512947;
2280;4344611;
2258;8504217;
1800;8504217;
2998;8852470;
1495;8852470;
3682;8852470;
3869;8852470;
2809;2748653;
3442;2748653;
2315;9794612;
1245;9794612;
4198;9794612;
2357;9794612;
1951;9061337;
3242;3140657;
154;3140657;
3849;4242081;
827;4242081;
3613;4242081;
2575;4242081;
951;6875504;
188;6875504;
144;8515006;
4090;8515006;
429;8515006;
1069;9784958;
1694;9784958;
1226;9784958;
1477;3803292;
4182;9568500;
615;7530297;
2854;7530297;
1764;7530297;
3332;7530297;
472;7530297;
1335;4934124;
4012;4934124;
3405;4934124;
1601;4940333;
4155;4940333;
2793;4940333;
195;6192747;
2116;6192747;
341;6192747;
4163;9385482;
634;9385482;
4315;9385482;
2302;3974013;
4327;3974013;
641;7314130;
548;7314130;
1519;57433;
1917;6610876;
52;6610876;
1239;6610876;
2552;2294452;
2405;2575013;
744;2575013;
3415;4484626;
1811;4484626;
1394;4484626;
3100;6859680;
224;6859680;
2193;6859680;
2640;6859680;
3055;6859680;
1804;9988460;
1815;9988460;
1304;9988460;
2250;9988460;
353;5063919;
817;5063919;
450;5063919;
595;7750160;
1979;7750160;
1954;7750160;
2686;7750160;
1203;4554734;
32;4554734;
2484;4554734;
1565;4554734;
4336;8042737;
3799;8042737;
1413;8042737;
2892;8228739;
3501;8228739;
2686;8228739;
2321;2408516;
2324;2408516;
891;5750061;
4254;5750061;
68;5750061;
3625;2577651;
4345;2974705;
2304;2974705;
3794;1935578;
3342;1935578;
663;1935578;
3243;9183841;
775;9183841;
1804;9183841;
4363;9183841;
2494;2209291;
3976;5202227;
3014;5202227;
4181;5202227;
2591;5202227;
2446;1940932;
3171;9032765;
2909;9032765;
4250;9032765;
631;2361220;
523;2361220;
2643;2361220;
1985;2361220;
470;6952194;
1704;6952194;
1441;6952194;
3539;6952194;
847;970809;
2809;970809;
2783;970809;
1972;970809;
2258;970809;
2931;5671116;
1168;5671116;
2551;5671116;
1902;5671116;
3372;5671116;
3195;8431288;
2971;8431288;
178;8431288;
3762;8431288;
400;5567755;
2608;5567755;
2037;5567755;
3995;5567755;
1168;5567755;
3023;4391781;
3075;883218;
2451;883218;
1334;883218;
2848;883218;
3861;8781831;
2365;2936971;
230;2936971;
4217;2936971;
164;2936971;
3454;6783966;
3165;6783966;
3927;6783966;
2136;6783966;
1155;9716867;
461;9716867;
2544;4350707;
3321;4350707;
496;5166854;
3402;5166854;
3797;5166854;
3583;6193102;
4450;1727700;
3621;1727700;
1009;1727700;
2781;1727700;
4221;5567630;
3698;5567630;
2728;5567630;
190;5567630;
2766;3239341;
2149;3239341;
2390;3239341;
1640;1342780;
100;1342780;
2418;1342780;
273;1342780;
1053;1342780;
834;5434154;
168;5434154;
3287;5434154;
2776;5434154;
1688;3899526;
4455;3899526;
3651;3899526;
2270;3899526;
351;7566302;
1710;7566302;
1531;7566302;
4109;7566302;
3722;7566302;
282;8415988;
1891;8415988;
3454;8415988;
175;8415988;
1579;7351064;
1419;7351064;
2813;2491592;
2630;2491592;
1495;2491592;
4036;4691284;
2166;4691284;
1720;4691284;
123;4691284;
2428;8638588;
2201;8638588;
2064;8638588;
2168;9324975;
3816;7791303;
2785;7791303;
1510;7791303;
3533;6595637;
1680;6595637;
2950;6595637;
1394;1325541;
1916;1325541;
3159;1325541;
1954;4871521;
1917;4871521;
3797;3400314;
2149;5381840;
650;5381840;
18;2540302;
3379;2540302;
1521;2540302;
1883;2540302;
1544;3200925;
553;3200925;
3876;7775084;
2842;7775084;
4086;7775084;
4004;7458489;
4193;7458489;
1369;7458489;
1207;7014931;
2338;7014931;
4174;421245;
1269;421245;
1933;1525939;
2562;1575421;
620;1575421;
1618;1575421;
1898;1575421;
1499;9063901;
1702;9063901;
3988;9063901;
3842;3919570;
915;3919570;
3629;3919570;
1926;3919570;
3851;2752937;
2994;2752937;
638;2752937;
3457;3084945;
1248;3901926;
3658;3901926;
1417;3901926;
887;3901926;
2672;7404322;
2599;1586501;
1758;1586501;
3961;1586501;
562;1586501;
4102;1586501;
1303;1380630;
3165;1380630;
1937;5183902;
3174;5183902;
1331;5183902;
2928;1472357;
195;1472357;
2019;1472357;
437;1472357;
794;1485959;
4388;1485959;
1806;8619093;
4130;8619093;
2188;2522536;
1610;2522536;
3267;6622575;
509;6622575;
3224;6622575;
3104;6622575;
86;6622575;
2146;4453709;
3029;5886913;
1825;5886913;
1952;5886913;
3539;8915012;
3580;9031794;
264;9031794;
1387;8662939;
2267;8662939;
3930;8662939;
2235;9583846;
1524;9583846;
665;9583846;
3730;246726;
3701;246726;
3822;9873994;
629;9873994;
786;9873994;
1815;6392688;
2382;6392688;
2367;6392688;
2880;6392688;
141;4813244;
3913;4813244;
1473;4813244;
237;4813244;
2289;9187930;
2195;9187930;
1772;9187930;
4141;5006398;
2517;5006398;
3123;5006398;
3064;5006398;
2515;5721122;
2776;5721122;
922;5721122;
2923;555867;
1407;555867;
4220;555867;
1694;9479735;
750;9479735;
559;9479735;
1487;9479735;
1858;7354655;
2081;7354655;
204;4907506;
1029;4907506;
562;1222284;
1392;1222284;
599;1222284;
1035;1222284;
3106;1222284;
1947;5487409;
3827;5487409;
181;5487409;
1427;5487409;
3068;1115586;
3164;3328425;
3543;3328425;
4230;7431774;
1260;7102120;
844;7102120;
669;7102120;
4313;7102120;
1287;2669120;
2723;2669120;
1453;415679;
4348;415679;
3349;415679;
1801;3972187;
2228;3972187;
1270;3972187;
2560;9226515;
2233;9226515;
3789;9226515;
1658;9226515;
3970;9226515;
3287;8397907;
3261;8397907;
2330;5108120;
487;5108120;
2196;2398425;
274;2398425;
1812;2398425;
1632;9967284;
274;9967284;
4223;9967284;
1017;9967284;
3298;9967284;
1374;9605376;
2217;9605376;
562;2953149;
2210;2106127;
3135;2106127;
1066;2106127;
2507;2106127;
4092;9350403;
4171;9350403;
2178;9350403;
4176;4686637;
3181;4686637;
4034;1181987;
3836;1181987;
1506;1181987;
206;4427667;
3164;4427667;
3683;4427667;
2080;4427667;
1818;4427667;
2603;2444139;
2197;2444139;
2791;6954988;
3891;6954988;
2221;65300;
1729;65300;
1169;65300;
299;65300;
3748;2702666;
331;2702666;
719;2702666;
1862;5460589;
3836;5460589;
1435;5460589;
4161;6764735;
1362;2029335;
53;4574020;
820;9428879;
4054;9428879;
1035;9428879;
3833;9428879;
847;9428879;
1561;6513963;
1199;6513963;
3594;6513963;
181;760896;
756;760896;
3297;760896;
2727;2271524;
4383;3971191;
355;3971191;
2845;2716164;
602;2716164;
2610;2716164;
1966;2716164;
1938;4979296;
4183;4979296;
590;2831312;
2969;2831312;
3568;1387483;
1875;1387483;
345;1387483;
1634;1387483;
2055;1387483;
1985;4772829;
4292;6022790;
3926;6875370;
4183;6875370;
811;6875370;
3970;6875370;
686;8985366;
2049;8985366;
4350;8985366;
440;8985366;
4127;8985366;
4064;2298695;
939;2298695;
1377;2298695;
2683;2298695;
3678;1455280;
466;3555140;
3067;2283843;
3501;2283843;
128;2283843;
2006;2234756;
4332;2234756;
1161;1170896;
2608;1170896;
3626;1170896;
3461;4565917;
4039;6184461;
2792;6184461;
2406;6184461;
2237;6184461;
4472;6952101;
483;6952101;
1562;6952101;
3499;6952101;
4258;3516953;
1527;3516953;
3836;3516953;
1934;6413682;
4023;6413682;
1404;6413682;
2968;5587809;
1211;8517350;
2311;8517350;
2302;4007117;
389;4007117;
3458;4007117;
1891;8809466;
3620;5688670;
2242;5688670;
4093;4854967;
1521;4854967;
3989;4854967;
2971;4854967;
1952;4854967;
3617;7889508;
4214;7889508;
2710;8986383;
503;8986383;
1331;8986383;
1532;693637;
3950;693637;
1204;693637;
2927;693637;
1584;693637;
3634;5905287;
2303;5905287;
35;6956295;
1790;7971365;
3883;7971365;
2762;7971365;
257;9277885;
451;9277885;
553;9277885;
2943;9277885;
3103;7452845;
3653;7452845;
2302;7452845;
3265;7452845;
3022;7464073;
3238;7464073;
6;7464073;
4258;1037684;
1479;1037684;
2211;1037684;
4189;1037684;
2673;8676863;
2588;1625482;
3605;1625482;
964;1625482;
627;1625482;
2281;1647688;
1590;1647688;
124;1647688;
3237;7961066;
3040;7961066;
3987;7961066;
4310;7961066;
2785;8674475;
1850;6236220;
4013;6236220;
3447;6236220;
663;6236220;
2572;4879544;
1167;833564;
612;833564;
1740;833564;
2363;833564;
2857;833564;
3295;5971119;
417;5971119;
3442;2979043;
2622;2979043;
2575;780039;
4211;780039;
4397;780039;
3734;9837088;
4185;9837088;
1811;3325463;
2960;3325463;
715;3325463;
726;3325463;
946;9509232;
4173;9509232;
1114;9509232;
4474;6689417;
2637;6689417;
4248;6689417;
1650;6780652;
771;4921589;
373;4921589;
1485;1623593;
3555;1623593;
3168;1404097;
1171;1404097;
3394;7403993;
2736;7403993;
31;7403993;
4090;2026623;
1271;98766;
1899;98766;
3066;98766;
1414;98766;
97;1698458;
653;1698458;
3310;1698458;
2464;1903343;
1484;1903343;
1743;1903343;
2752;1903343;
955;1903343;
4296;3347048;
4358;3347048;
2657;3347048;
3953;587322;
162;587322;
1101;9604396;
3614;9604396;
804;9604396;
551;9604396;
4400;2310307;
3119;8029824;
1567;8029824;
507;9234948;
3508;6553632;
4155;6553632;
2047;6553632;
4104;6553632;
245;1642555;
1168;1642555;
2317;1642555;
3982;8086792;
3114;2176957;
3976;1183027;
4332;1183027;
2515;1611566;
2638;1611566;
277;1611566;
2581;1611566;
2301;1611566;
2172;3624055;
2121;5246857;
2850;5246857;
3238;5246857;
3742;5246857;
891;2552564;
262;7676614;
2674;7676614;
1148;5539543;
4472;5539543;
4017;7186205;
704;6735558;
667;6735558;
1553;6735558;
4405;6735558;
4231;2995726;
1357;2995726;
1060;2995726;
1436;2995726;
2242;1722726;
2256;1722726;
1148;1722726;
3952;875419;
2334;875419;
1406;875419;
2251;875419;
3841;2005144;
2153;2005144;
435;2005144;
1235;3388908;
906;3388908;
2525;79649;
996;79649;
1752;79649;
3327;1514257;
3873;1514257;
1074;1514257;
3279;3139493;
2267;2988402;
3184;6899368;
299;6899368;
2802;6899368;
2281;6899368;
3164;4633832;
3729;4633832;
3532;4089317;
1561;4089317;
726;4089317;
4131;4089317;
4042;4089317;
120;1026076;
2530;1026076;
18;4084709;
2231;4084709;
1489;4084709;
3850;4158157;
1704;5320497;
3517;8594465;
1525;8594465;
820;2987860;
1061;2987860;
1585;3984349;
1555;3984349;
471;3984349;
4473;3984349;
3071;3984349;
1998;5615729;
4497;5615729;
2595;5615729;
2373;5615729;
4009;4644009;
3519;4644009;
575;4644009;
371;4644009;
2834;4644009;
4183;263;
131;263;
2373;263;
2614;263;
1461;263;
1277;7240347;
1351;7240347;
2647;6143486;
3253;6143486;
3709;6143486;
255;1109230;
529;1109230;
3164;7593870;
3154;7593870;
2614;7593870;
581;8730935;
2890;8730935;
3341;2794283;
815;2794283;
2364;2794283;
3489;2794283;
2183;7209934;
3789;7209934;
1608;7209934;
1071;7209934;
3771;3468089;
937;3468089;
1414;3468089;
2483;3468089;
565;3468089;
1909;4552071;
3467;4552071;
863;4552071;
3723;4552071;
3662;2169428;
2080;2169428;
3714;2169428;
794;2169428;
2757;2169428;
2855;5530219;
4381;2791526;
3905;2791526;
1193;2791526;
131;2791526;
3102;7268737;
668;7268737;
4292;7268737;
625;7268737;
607;7268737;
2409;8455086;
151;8455086;
4261;8455086;
2494;8455086;
3044;7676660;
64;7676660;
2694;7676660;
1478;659064;
3419;659064;
1073;659064;
2657;3730397;
4028;3730397;
2251;3730397;
2255;3730397;
1502;6523940;
727;6523940;
3176;7463947;
2776;7463947;
4020;7463947;
4288;7463947;
1327;7463947;
2001;645280;
2247;645280;
3810;645280;
2412;645280;
2593;645280;
331;7247602;
276;7247602;
18;7247602;
2888;7247602;
127;7247602;
1118;7440988;
4130;7440988;
1741;3375691;
4363;7632669;
1404;3737371;
4111;3737371;
2258;3737371;
2072;3737371;
372;7964519;
493;7964519;
2821;7964519;
2431;1815891;
2274;1815891;
2186;9677661;
3521;9677661;
442;9677661;
924;9380549;
