ID;COD_TIPO_PRODUCTO;NOMBRE;CAPACIDAD;
1465;3;'Bodega 65337';819714.2;
1466;2;'Bodega 36313';920911.9;
1467;2;'Bodega 77104';675147.3;
1468;3;'Bodega 20393';934041.5;
1469;3;'Bodega 74539';546925.8;
1470;3;'Bodega 91169';671914.2;
1471;2;'Bodega 44845';568260.5;
1472;1;'Bodega 59007';780942.0;
1473;2;'Bodega 14130';958951.4;
1474;3;'Bodega 5347';584305.5;
1475;1;'Bodega 18243';618430.5;
1476;1;'Bodega 69450';915293.8;
1477;1;'Bodega 46837';850534.5;
1478;1;'Bodega 33783';577291.3;
1479;1;'Bodega 23647';872183.4;
1480;2;'Bodega 56696';920006.1;
1481;1;'Bodega 47391';667515.3;
1482;3;'Bodega 58106';756403.6;
1483;2;'Bodega 94852';847535.1;
1484;2;'Bodega 46141';776374.3;
1485;3;'Bodega 92748';738586.7;
1486;2;'Bodega 57173';762609.9;
1487;1;'Bodega 40511';767430.3;
1488;3;'Bodega 81844';944749.4;
1489;2;'Bodega 20403';678116.8;
1490;2;'Bodega 59069';792086.5;
1491;3;'Bodega 46953';953374.5;
1492;1;'Bodega 16305';556997.8;
1493;1;'Bodega 43462';942565.5;
1494;3;'Bodega 57092';964458.3;
1495;2;'Bodega 83219';915199.3;
1496;2;'Bodega 49529';693364.7;
1497;1;'Bodega 39235';618818.3;
1498;2;'Bodega 13892';652700.8;
1499;3;'Bodega 83916';769894.1;
1500;2;'Bodega 28570';526706.2;
1501;1;'Bodega 98183';874221.2;
1502;1;'Bodega 93016';751119.0;
1503;3;'Bodega 87368';972484.9;
1504;1;'Bodega 61781';884487.7;
1505;3;'Bodega 40346';694660.5;
1506;2;'Bodega 91499';527140.1;
1507;3;'Bodega 59623';655682.7;
1508;2;'Bodega 46583';583991.0;
1509;1;'Bodega 14400';733503.0;
1510;3;'Bodega 33203';872446.1;
1511;2;'Bodega 18518';638677.6;
1512;3;'Bodega 22381';918072.0;
1513;2;'Bodega 69160';978395.6;
1514;2;'Bodega 75722';772503.2;
1515;1;'Bodega 64271';954228.3;
1516;2;'Bodega 39892';523708.6;
1517;2;'Bodega 58123';739464.1;
1518;3;'Bodega 98584';536190.6;
1519;3;'Bodega 85960';558499.6;
1520;2;'Bodega 85067';952544.3;
1521;3;'Bodega 45061';823692.5;
1522;3;'Bodega 4724';909368.2;
1523;3;'Bodega 21566';818920.2;
1524;1;'Bodega 12166';586507.5;
1525;1;'Bodega 1403';813876.9;
1526;2;'Bodega 4134';613217.0;
1527;1;'Bodega 94787';620579.7;
1528;3;'Bodega 42140';760257.8;
1529;3;'Bodega 71807';784960.8;
1530;2;'Bodega 27429';686012.3;
1531;1;'Bodega 32316';962111.5;
1532;1;'Bodega 62000';992541.1;
1533;3;'Bodega 51017';891516.3;
1534;3;'Bodega 98014';996444.0;
1535;1;'Bodega 11945';719526.4;
1536;3;'Bodega 54336';562597.4;
1537;1;'Bodega 80814';732731.9;
1538;1;'Bodega 28735';664664.0;
1539;3;'Bodega 56154';705985.8;
1540;1;'Bodega 49874';903356.2;
1541;3;'Bodega 86638';863781.0;
1542;2;'Bodega 71295';679737.0;
1543;1;'Bodega 36907';743574.8;
1544;1;'Bodega 43583';756131.4;
1545;3;'Bodega 10862';657482.3;
1546;1;'Bodega 8873';912537.7;
1547;3;'Bodega 13499';517371.1;
1548;2;'Bodega 85898';981208.5;
1549;3;'Bodega 23220';555422.7;
1550;1;'Bodega 35089';779742.2;
1551;2;'Bodega 45829';504354.5;
1552;1;'Bodega 56852';566886.8;
1553;2;'Bodega 6086';671371.7;
1554;1;'Bodega 4917';999023.3;
1555;1;'Bodega 38822';749754.3;
1556;1;'Bodega 51720';667434.5;
1557;2;'Bodega 79850';841803.2;
1558;3;'Bodega 86657';560690.4;
1559;2;'Bodega 13027';594534.5;
1560;2;'Bodega 28893';936054.4;
1561;1;'Bodega 33340';840315.0;
1562;2;'Bodega 14870';707229.0;
1563;3;'Bodega 46631';680264.3;
1564;1;'Bodega 90245';660140.4;
1565;2;'Bodega 79612';699686.3;
1566;2;'Bodega 27847';873045.0;
1567;1;'Bodega 76885';897562.4;
1568;1;'Bodega 52711';779516.1;
1569;2;'Bodega 82944';665044.7;
1570;3;'Bodega 88123';807713.4;
1571;1;'Bodega 59872';890663.8;
1572;3;'Bodega 7990';659968.8;
1573;2;'Bodega 85861';799523.4;
1574;1;'Bodega 75134';929271.6;
1575;1;'Bodega 1108';929028.5;
1576;2;'Bodega 98475';932102.9;
1577;3;'Bodega 96340';555922.1;
1578;2;'Bodega 4178';731779.7;
1579;1;'Bodega 2294';543641.0;
1580;3;'Bodega 76185';926896.3;
1581;2;'Bodega 3637';987630.0;
1582;2;'Bodega 78050';805530.8;
1583;1;'Bodega 63311';513949.4;
1584;1;'Bodega 16341';585948.8;
1585;1;'Bodega 42510';876094.6;
1586;2;'Bodega 72807';834992.3;
1587;3;'Bodega 23003';778402.1;
1588;1;'Bodega 13622';942310.2;
1589;2;'Bodega 22235';743437.9;
1590;1;'Bodega 46518';597777.3;
1591;1;'Bodega 82393';511827.2;
1592;3;'Bodega 41205';805908.0;
1593;1;'Bodega 47556';814590.1;
1594;2;'Bodega 79858';589477.3;
1595;2;'Bodega 99737';650609.8;
1596;1;'Bodega 8721';621169.0;
1597;1;'Bodega 3254';638496.5;
1598;2;'Bodega 70456';585207.1;
1599;3;'Bodega 78996';550079.8;
1600;1;'Bodega 56997';963749.4;
1601;1;'Bodega 81698';535626.4;
1602;1;'Bodega 86693';883524.3;
1603;3;'Bodega 73301';674790.0;
1604;1;'Bodega 94073';755144.5;
1605;2;'Bodega 29595';783269.8;
1606;1;'Bodega 59932';698066.8;
1607;3;'Bodega 69187';577336.7;
1608;3;'Bodega 75675';892176.3;
1609;1;'Bodega 95953';791496.1;
1610;1;'Bodega 9572';899157.5;
1611;2;'Bodega 5822';646605.4;
1612;1;'Bodega 26113';613732.5;
1613;1;'Bodega 27488';566464.8;
1614;1;'Bodega 35175';638474.3;
1615;1;'Bodega 27781';924218.6;
1616;2;'Bodega 96648';651343.0;
1617;2;'Bodega 94505';914540.6;
1618;2;'Bodega 75699';913036.0;
1619;2;'Bodega 14052';894181.3;
1620;3;'Bodega 90555';808468.7;
1621;3;'Bodega 9422';745915.7;
1622;3;'Bodega 96210';521208.5;
1623;3;'Bodega 29972';758578.6;
1624;1;'Bodega 44462';857345.3;
1625;3;'Bodega 36119';620989.9;
1626;2;'Bodega 3291';794557.0;
1627;1;'Bodega 45255';639739.1;
1628;2;'Bodega 48906';515911.7;
1629;1;'Bodega 42011';559034.7;
1630;2;'Bodega 55900';701069.2;
1631;3;'Bodega 81470';930425.8;
1632;2;'Bodega 47175';593753.8;
1633;2;'Bodega 60593';513861.4;
1634;3;'Bodega 87063';729439.5;
1635;1;'Bodega 70423';645447.5;
1636;2;'Bodega 80813';561543.1;
1637;1;'Bodega 5766';643576.2;
1638;3;'Bodega 56801';774391.2;
1639;1;'Bodega 99816';541739.5;
1640;2;'Bodega 89544';855268.1;
1641;2;'Bodega 79806';633649.3;
1642;1;'Bodega 76620';952891.2;
1643;2;'Bodega 95800';615925.1;
1644;2;'Bodega 10076';594046.2;
1645;2;'Bodega 58029';848561.7;
1646;1;'Bodega 44735';650082.7;
1647;2;'Bodega 81005';514732.6;
1648;1;'Bodega 34172';994737.0;
1649;3;'Bodega 79997';804145.9;
1650;3;'Bodega 691';876480.3;
1651;2;'Bodega 18105';733063.2;
1652;1;'Bodega 43532';676809.7;
1653;2;'Bodega 40370';863084.7;
1654;3;'Bodega 47017';870107.0;
1655;3;'Bodega 66352';530594.9;
1656;1;'Bodega 43282';583458.6;
1657;2;'Bodega 4458';759623.3;
1658;1;'Bodega 60157';738702.3;
1659;2;'Bodega 59003';942343.6;
1660;1;'Bodega 55716';766945.3;
1661;1;'Bodega 72397';985147.2;
1662;1;'Bodega 86620';983269.2;
1663;1;'Bodega 45985';788718.3;
1664;3;'Bodega 2713';662902.2;
1665;2;'Bodega 41432';969488.3;
1666;1;'Bodega 96552';621791.6;
1667;3;'Bodega 31333';521933.9;
1668;3;'Bodega 11830';941608.7;
1669;2;'Bodega 71106';771081.0;
1670;3;'Bodega 35493';907989.2;
1671;3;'Bodega 54324';799997.9;
1672;2;'Bodega 44616';562651.3;
1673;1;'Bodega 5125';758551.0;
1674;2;'Bodega 54234';774943.8;
1675;1;'Bodega 50907';626892.0;
1676;3;'Bodega 14819';959588.9;
1677;2;'Bodega 16623';838741.9;
1678;2;'Bodega 69214';929284.1;
1679;1;'Bodega 99360';857018.2;
1680;2;'Bodega 96647';786174.7;
1681;3;'Bodega 50864';693903.1;
1682;2;'Bodega 93668';659327.2;
1683;3;'Bodega 66330';716452.0;
1684;3;'Bodega 17295';888541.2;
1685;2;'Bodega 2649';797872.1;
1686;2;'Bodega 21676';614624.5;
1687;2;'Bodega 18752';734154.8;
1688;3;'Bodega 53267';692960.3;
1689;1;'Bodega 47638';989940.1;
1690;1;'Bodega 28006';635373.5;
1691;3;'Bodega 32555';755110.6;
1692;2;'Bodega 79420';546319.6;
1693;1;'Bodega 93012';716847.1;
1694;3;'Bodega 63265';511242.7;
1695;1;'Bodega 54830';785851.3;
1696;3;'Bodega 43222';815865.2;
1697;3;'Bodega 74299';522243.0;
1698;1;'Bodega 86716';839088.6;
1699;2;'Bodega 2497';864738.7;
1700;3;'Bodega 3199';573596.4;
1701;1;'Bodega 44266';680489.3;
1702;3;'Bodega 96539';635324.8;
1703;2;'Bodega 60566';904059.3;
1704;2;'Bodega 90835';789516.5;
1705;2;'Bodega 32031';873358.1;
1706;2;'Bodega 45170';595607.3;
1707;1;'Bodega 31709';644173.3;
1708;1;'Bodega 15133';765676.2;
1709;1;'Bodega 11990';775482.9;
1710;1;'Bodega 93745';692740.5;
1711;3;'Bodega 28653';819858.3;
1712;1;'Bodega 69529';847614.5;
1713;3;'Bodega 82053';560701.0;
1714;1;'Bodega 72547';851918.4;
1715;1;'Bodega 83066';513315.8;
1716;3;'Bodega 22785';881872.1;
1717;2;'Bodega 91928';651218.9;
1718;1;'Bodega 69257';528119.3;
1719;1;'Bodega 14101';892312.3;
1720;3;'Bodega 41996';914317.4;
1721;1;'Bodega 17755';634574.4;
1722;2;'Bodega 59308';909284.8;
1723;3;'Bodega 7955';831310.7;
1724;2;'Bodega 50695';766896.4;
1725;2;'Bodega 56346';837151.5;
1726;3;'Bodega 77468';969113.4;
1727;2;'Bodega 74063';517723.4;
1728;3;'Bodega 12081';571942.9;
1729;1;'Bodega 70429';765279.4;
1730;1;'Bodega 74597';773961.3;
1731;1;'Bodega 52449';906165.9;
1732;1;'Bodega 42228';536676.3;
1733;3;'Bodega 75452';854531.1;
1734;2;'Bodega 32255';804202.9;
1735;3;'Bodega 16670';733384.4;
1736;1;'Bodega 56058';934667.2;
1737;3;'Bodega 71199';755326.8;
1738;1;'Bodega 72394';943744.2;
1739;3;'Bodega 57753';567670.0;
1740;3;'Bodega 45023';599212.3;
1741;2;'Bodega 92508';734226.5;
1742;1;'Bodega 6715';784635.0;
1743;2;'Bodega 92243';930755.7;
1744;2;'Bodega 31809';786419.7;
1745;2;'Bodega 67791';753354.8;
1746;3;'Bodega 90891';977306.1;
1747;3;'Bodega 86119';745025.6;
1748;3;'Bodega 71422';664569.4;
1749;1;'Bodega 62804';678587.3;
1750;2;'Bodega 69522';854591.6;
1751;2;'Bodega 99797';512562.0;
1752;3;'Bodega 75480';550572.4;
1753;3;'Bodega 46458';722203.0;
1754;1;'Bodega 84204';856601.1;
1755;3;'Bodega 47194';685222.6;
1756;2;'Bodega 84567';741423.5;
1757;3;'Bodega 77800';638503.6;
1758;1;'Bodega 92720';874331.0;
1759;2;'Bodega 75389';531578.1;
1760;1;'Bodega 60232';871400.5;
1761;2;'Bodega 10177';580480.8;
1762;3;'Bodega 28936';646156.4;
1763;1;'Bodega 49127';892907.6;
1764;2;'Bodega 71149';830171.1;
1765;2;'Bodega 26554';849265.9;
1766;2;'Bodega 32806';685788.2;
1767;2;'Bodega 16611';675384.8;
1768;2;'Bodega 98613';725118.0;
1769;1;'Bodega 16313';660921.2;
1770;2;'Bodega 26829';938694.9;
1771;2;'Bodega 32367';576218.2;
1772;2;'Bodega 11266';837298.8;
1773;1;'Bodega 42046';632648.7;
1774;3;'Bodega 97460';709633.6;
1775;2;'Bodega 90249';653998.4;
1776;3;'Bodega 61294';651386.3;
1777;3;'Bodega 72044';906764.3;
1778;3;'Bodega 16836';835760.9;
1779;3;'Bodega 17763';760867.6;
1780;3;'Bodega 65750';868473.0;
1781;3;'Bodega 547';548520.9;
1782;1;'Bodega 11717';640519.8;
1783;2;'Bodega 7886';681281.4;
1784;3;'Bodega 26398';518543.4;
1785;1;'Bodega 56549';580969.6;
1786;3;'Bodega 48186';827449.2;
1787;2;'Bodega 82074';882997.8;
1788;2;'Bodega 99288';881145.3;
1789;2;'Bodega 41548';654218.7;
1790;3;'Bodega 54488';509857.4;
1791;3;'Bodega 74319';899977.4;
1792;3;'Bodega 92451';782775.5;
1793;1;'Bodega 51780';960683.3;
1794;2;'Bodega 64661';620140.2;
1795;1;'Bodega 50241';907825.4;
1796;2;'Bodega 46203';544927.4;
1797;2;'Bodega 32298';771568.4;
1798;2;'Bodega 32960';984049.5;
1799;3;'Bodega 39670';891085.3;
1800;1;'Bodega 21475';966874.0;
1801;2;'Bodega 61033';708580.8;
1802;3;'Bodega 33171';831200.5;
1803;1;'Bodega 61834';763555.3;
1804;3;'Bodega 3865';738369.2;
1805;2;'Bodega 7509';919133.3;
1806;3;'Bodega 83613';568740.6;
1807;2;'Bodega 59264';617213.9;
1808;3;'Bodega 95986';994985.8;
1809;2;'Bodega 77259';524737.8;
1810;3;'Bodega 7119';661827.9;
1811;1;'Bodega 62157';505659.0;
1812;2;'Bodega 28785';561110.6;
1813;1;'Bodega 55271';785608.2;
1814;2;'Bodega 21482';533561.7;
1815;3;'Bodega 98003';925370.4;
1816;2;'Bodega 49486';894739.5;
1817;3;'Bodega 65972';935408.4;
1818;3;'Bodega 52583';642201.9;
1819;1;'Bodega 6945';885727.3;
1820;3;'Bodega 21';922042.4;
1821;3;'Bodega 31837';919348.9;
1822;1;'Bodega 27883';843645.6;
1823;2;'Bodega 57900';654256.9;
1824;3;'Bodega 79755';613671.5;
1825;2;'Bodega 99283';978892.1;
1826;3;'Bodega 36357';948983.7;
1827;3;'Bodega 90306';759673.0;
1828;1;'Bodega 97351';789020.4;
1829;1;'Bodega 6946';852344.7;
1830;3;'Bodega 47696';970529.6;
1831;1;'Bodega 82364';718776.7;
1832;1;'Bodega 85357';521996.4;
1833;2;'Bodega 87023';640400.8;
1834;2;'Bodega 99833';930698.9;
1835;1;'Bodega 34382';917422.9;
1836;2;'Bodega 96367';929343.9;
1837;2;'Bodega 69528';681079.9;
1838;3;'Bodega 68678';776828.1;
1839;2;'Bodega 91138';721575.1;
1840;2;'Bodega 52462';560179.2;
1841;3;'Bodega 68775';756455.3;
1842;1;'Bodega 60463';997419.9;
1843;2;'Bodega 73055';824784.1;
1844;1;'Bodega 33215';994818.6;
1845;2;'Bodega 70880';560585.3;
1846;2;'Bodega 18211';859153.5;
1847;3;'Bodega 80394';930563.1;
1848;2;'Bodega 13391';963040.8;
1849;1;'Bodega 61492';813937.2;
1850;3;'Bodega 26114';908038.1;
1851;2;'Bodega 61608';892571.8;
1852;2;'Bodega 17670';718520.0;
1853;1;'Bodega 1123';926426.1;
1854;2;'Bodega 42389';694976.8;
1855;1;'Bodega 85521';942756.9;
1856;1;'Bodega 40531';940301.6;
1857;1;'Bodega 75648';723579.2;
1858;3;'Bodega 17010';574274.6;
1859;3;'Bodega 50546';557533.1;
1860;1;'Bodega 53980';847991.9;
1861;2;'Bodega 62961';851608.8;
1862;2;'Bodega 94421';619029.9;
1863;2;'Bodega 74203';904460.7;
1864;3;'Bodega 92062';957562.6;
1865;2;'Bodega 57570';542410.1;
1866;1;'Bodega 79986';972753.0;
1867;1;'Bodega 76735';531415.1;
1868;1;'Bodega 19725';768808.4;
1869;3;'Bodega 37078';570058.2;
1870;2;'Bodega 96063';524128.2;
1871;3;'Bodega 28528';992955.4;
1872;2;'Bodega 29699';917988.5;
1873;3;'Bodega 76292';695048.2;
1874;2;'Bodega 52887';904732.1;
1875;3;'Bodega 6406';982258.0;
1876;1;'Bodega 53492';706059.9;
1877;2;'Bodega 39446';761654.4;
1878;2;'Bodega 53064';511439.8;
1879;2;'Bodega 24844';790694.3;
1880;1;'Bodega 84489';818237.2;
1881;3;'Bodega 18658';693340.5;
1882;3;'Bodega 42339';881304.7;
1883;3;'Bodega 19765';608099.2;
1884;2;'Bodega 78146';506655.4;
1885;2;'Bodega 23484';557357.2;
1886;1;'Bodega 35801';976671.4;
1887;2;'Bodega 40937';682192.4;
1888;3;'Bodega 61213';585921.5;
1889;1;'Bodega 17793';815531.1;
1890;1;'Bodega 71976';598944.8;
1891;1;'Bodega 10342';903699.0;
1892;2;'Bodega 32789';953479.5;
1893;3;'Bodega 8084';991775.0;
1894;1;'Bodega 24600';595061.0;
1895;3;'Bodega 88159';924523.3;
1896;3;'Bodega 66979';970827.1;
1897;2;'Bodega 78420';675032.5;
1898;2;'Bodega 17008';515472.6;
1899;2;'Bodega 40415';722798.8;
1900;2;'Bodega 82090';975298.6;
1901;2;'Bodega 59171';905328.9;
1902;1;'Bodega 64191';834165.2;
1903;3;'Bodega 73721';688386.4;
1904;1;'Bodega 24234';755155.7;
1905;3;'Bodega 57476';853766.6;
1906;2;'Bodega 11452';949980.7;
1907;3;'Bodega 79118';911956.5;
1908;2;'Bodega 53550';525705.8;
1909;3;'Bodega 1264';752201.0;
1910;1;'Bodega 35030';650367.2;
1911;1;'Bodega 1423';528435.6;
1912;2;'Bodega 2516';666042.1;
1913;2;'Bodega 79318';560509.5;
1914;1;'Bodega 21573';689384.6;
1915;2;'Bodega 32295';675119.1;
1916;1;'Bodega 36846';927986.4;
1917;3;'Bodega 24916';947188.5;
1918;1;'Bodega 25868';890123.0;
1919;1;'Bodega 29047';558366.3;
1920;1;'Bodega 64051';842876.9;
1921;1;'Bodega 72020';784710.2;
1922;3;'Bodega 50087';766256.8;
1923;3;'Bodega 60974';779124.4;
1924;3;'Bodega 31620';620162.6;
1925;3;'Bodega 29070';663907.6;
1926;3;'Bodega 93862';525390.3;
1927;1;'Bodega 65958';832750.1;
1928;2;'Bodega 46256';618032.6;
1929;3;'Bodega 74913';901894.5;
1930;3;'Bodega 19240';527851.1;
1931;3;'Bodega 55732';752845.8;
1932;1;'Bodega 87431';702343.8;
1933;1;'Bodega 44832';893137.0;
1934;2;'Bodega 19810';912639.6;
1935;2;'Bodega 48024';679802.2;
1936;3;'Bodega 77310';997456.8;
1937;1;'Bodega 94553';665685.8;
1938;1;'Bodega 709';541587.6;
1939;2;'Bodega 44467';985122.7;
1940;3;'Bodega 16677';639697.2;
1941;2;'Bodega 81209';504619.4;
1942;2;'Bodega 94416';906100.3;
1943;3;'Bodega 31113';558127.2;
1944;2;'Bodega 23624';704382.0;
1945;1;'Bodega 58947';928982.0;
1946;3;'Bodega 3183';700330.7;
1947;2;'Bodega 46612';711543.3;
1948;3;'Bodega 43218';700847.8;
1949;3;'Bodega 83378';744424.3;
1950;2;'Bodega 58204';906155.4;
1951;1;'Bodega 74050';817774.6;
1952;1;'Bodega 75240';968615.4;
1953;3;'Bodega 68223';675547.8;
1954;1;'Bodega 60969';771138.6;
1955;2;'Bodega 95152';628842.5;
1956;2;'Bodega 35889';719024.8;
1957;3;'Bodega 81412';785499.6;
1958;1;'Bodega 47862';842946.6;
1959;2;'Bodega 44226';534116.7;
1960;3;'Bodega 74837';981477.4;
1961;1;'Bodega 1866';647831.0;
1962;3;'Bodega 6917';611029.2;
1963;1;'Bodega 80275';657685.9;
1964;3;'Bodega 53168';730415.8;
1965;1;'Bodega 77588';837298.1;
1966;1;'Bodega 73111';512747.7;
1967;1;'Bodega 85944';574144.6;
1968;2;'Bodega 43622';912380.3;
1969;3;'Bodega 80401';963569.0;
1970;1;'Bodega 51598';761106.9;
1971;3;'Bodega 3895';633750.3;
1972;2;'Bodega 52847';777617.2;
1973;1;'Bodega 51757';899093.1;
1974;1;'Bodega 79063';526939.1;
1975;2;'Bodega 23960';750260.2;
1976;3;'Bodega 258';620458.1;
1977;1;'Bodega 39871';829369.9;
1978;3;'Bodega 9019';857549.8;
1979;1;'Bodega 85167';714021.8;
1980;2;'Bodega 30012';714375.4;
1981;1;'Bodega 42245';800513.5;
1982;1;'Bodega 77690';629810.7;
1983;2;'Bodega 8355';863099.4;
1984;1;'Bodega 50439';953215.8;
1985;3;'Bodega 16065';752424.0;
1986;2;'Bodega 77336';798008.3;
1987;3;'Bodega 47995';801238.7;
1988;1;'Bodega 5796';939445.8;
1989;1;'Bodega 15244';743429.2;
1990;3;'Bodega 37524';731324.7;
1991;3;'Bodega 57225';539264.2;
1992;1;'Bodega 68970';897322.3;
1993;3;'Bodega 40998';766678.0;
1994;3;'Bodega 10188';581836.4;
1995;1;'Bodega 95078';690716.0;
1996;3;'Bodega 30985';738144.0;
1997;1;'Bodega 65177';767770.1;
1998;1;'Bodega 54421';594519.9;
1999;2;'Bodega 15789';872516.8;
2000;3;'Bodega 74985';860584.9;
2001;2;'Bodega 44376';522640.8;
2002;2;'Bodega 86338';546835.8;
2003;2;'Bodega 34870';770243.3;
2004;3;'Bodega 44972';730253.4;
2005;2;'Bodega 24827';862367.6;
2006;2;'Bodega 17065';516845.8;
2007;1;'Bodega 29171';988462.4;
2008;1;'Bodega 48943';608352.0;
2009;2;'Bodega 44392';875858.8;
2010;2;'Bodega 91556';579685.8;
2011;2;'Bodega 70844';985480.3;
2012;2;'Bodega 27500';793717.9;
2013;2;'Bodega 71960';931999.2;
2014;3;'Bodega 58023';766147.3;
2015;1;'Bodega 86162';595367.3;
2016;1;'Bodega 39259';562059.7;
2017;2;'Bodega 44819';991178.0;
2018;2;'Bodega 27132';715872.5;
2019;1;'Bodega 92075';597081.4;
2020;1;'Bodega 66556';962409.5;
2021;2;'Bodega 65037';939164.5;
2022;3;'Bodega 76829';903123.5;
2023;3;'Bodega 83465';705711.2;
2024;1;'Bodega 93279';800833.2;
2025;1;'Bodega 60997';780441.2;
2026;1;'Bodega 69984';978758.3;
2027;3;'Bodega 75674';694402.6;
2028;3;'Bodega 18036';687759.3;
2029;2;'Bodega 40169';859490.7;
2030;3;'Bodega 68633';738607.1;
2031;1;'Bodega 72311';847599.0;
2032;1;'Bodega 83092';604934.0;
2033;1;'Bodega 1351';748418.2;
2034;1;'Bodega 90844';598708.4;
2035;3;'Bodega 47783';726783.5;
2036;3;'Bodega 42498';681167.3;
2037;1;'Bodega 90811';655446.5;
2038;3;'Bodega 44056';510479.0;
2039;3;'Bodega 66675';847001.5;
2040;2;'Bodega 80694';849059.2;
2041;3;'Bodega 866';648227.4;
2042;3;'Bodega 30758';573949.5;
2043;2;'Bodega 94351';666603.8;
2044;1;'Bodega 8344';524526.9;
2045;1;'Bodega 89298';614726.5;
2046;3;'Bodega 30857';956710.5;
2047;2;'Bodega 65388';889854.1;
2048;2;'Bodega 64286';665023.9;
2049;1;'Bodega 83216';522058.4;
2050;3;'Bodega 85397';545294.0;
2051;2;'Bodega 62258';665489.5;
2052;1;'Bodega 4332';623189.6;
2053;2;'Bodega 56410';758512.9;
2054;2;'Bodega 45803';637797.7;
2055;3;'Bodega 3349';564393.3;
2056;1;'Bodega 32349';571247.2;
2057;1;'Bodega 9838';923304.5;
2058;1;'Bodega 25804';919342.7;
2059;3;'Bodega 82797';820442.1;
2060;1;'Bodega 54983';701245.6;
2061;3;'Bodega 16169';799173.5;
2062;3;'Bodega 78984';889661.5;
2063;1;'Bodega 58847';601819.1;
2064;2;'Bodega 40629';721964.0;
2065;1;'Bodega 26302';850398.9;
2066;3;'Bodega 83624';993769.8;
2067;2;'Bodega 4924';501601.1;
2068;1;'Bodega 3770';812418.7;
2069;1;'Bodega 25287';875683.4;
2070;1;'Bodega 87581';713860.7;
2071;1;'Bodega 98915';687733.3;
2072;3;'Bodega 59992';721245.1;
2073;2;'Bodega 53207';964244.4;
2074;1;'Bodega 63743';871843.4;
2075;2;'Bodega 97443';993121.1;
2076;2;'Bodega 50558';894231.5;
2077;2;'Bodega 20116';749638.3;
2078;2;'Bodega 81476';706254.6;
2079;2;'Bodega 97751';980623.5;
2080;3;'Bodega 36450';694552.9;
2081;1;'Bodega 36379';807875.6;
2082;2;'Bodega 78460';744093.2;
2083;1;'Bodega 46934';739275.5;
2084;3;'Bodega 6921';953586.3;
2085;1;'Bodega 63581';513749.9;
2086;1;'Bodega 17830';925590.9;
2087;1;'Bodega 45419';576110.8;
2088;1;'Bodega 36789';565963.6;
2089;3;'Bodega 93924';617376.7;
2090;1;'Bodega 15809';798716.2;
2091;2;'Bodega 97643';974983.5;
2092;1;'Bodega 49728';642837.4;
2093;1;'Bodega 43428';919117.1;
2094;2;'Bodega 11340';995858.0;
2095;2;'Bodega 42221';882806.5;
2096;1;'Bodega 16913';703487.4;
2097;3;'Bodega 78808';589677.6;
2098;3;'Bodega 78308';779834.0;
2099;2;'Bodega 58914';615110.2;
2100;3;'Bodega 42000';861609.8;
2101;1;'Bodega 30414';541214.7;
2102;3;'Bodega 33821';829161.7;
2103;3;'Bodega 26251';756578.0;
2104;1;'Bodega 51047';577227.2;
2105;3;'Bodega 20978';852154.4;
2106;3;'Bodega 97507';689381.9;
2107;3;'Bodega 82888';662478.9;
2108;2;'Bodega 80497';824178.6;
2109;2;'Bodega 10547';790269.9;
2110;3;'Bodega 78635';859395.0;
2111;2;'Bodega 27469';833745.7;
2112;1;'Bodega 96646';724963.4;
2113;2;'Bodega 84093';765230.5;
2114;1;'Bodega 99941';687283.4;
2115;1;'Bodega 37531';789249.1;
2116;3;'Bodega 76441';901837.7;
2117;2;'Bodega 91790';502043.7;
2118;3;'Bodega 21247';633066.4;
2119;3;'Bodega 72894';979689.2;
2120;2;'Bodega 53049';679062.4;
2121;1;'Bodega 12286';618515.1;
2122;3;'Bodega 16248';825058.3;
2123;2;'Bodega 35428';674595.0;
2124;3;'Bodega 64859';632953.2;
2125;2;'Bodega 60530';525588.3;
2126;1;'Bodega 58223';712722.2;
2127;2;'Bodega 49746';846507.1;
2128;1;'Bodega 52895';962543.5;
2129;3;'Bodega 24313';991301.6;
2130;1;'Bodega 81144';959661.6;
2131;2;'Bodega 78770';674241.4;
2132;2;'Bodega 102';923434.4;
2133;3;'Bodega 66841';961708.7;
2134;2;'Bodega 86882';797030.4;
2135;3;'Bodega 38501';595944.1;
2136;3;'Bodega 82192';987553.9;
2137;1;'Bodega 85938';661451.4;
2138;1;'Bodega 24007';869512.3;
2139;1;'Bodega 41600';980167.1;
2140;2;'Bodega 75663';550752.7;
2141;2;'Bodega 6612';637006.4;
2142;2;'Bodega 1190';744033.5;
2143;3;'Bodega 84675';658981.9;
2144;1;'Bodega 77933';979316.1;
2145;1;'Bodega 7638';851181.6;
2146;2;'Bodega 58558';774663.5;
2147;1;'Bodega 17695';607413.6;
2148;1;'Bodega 46209';908253.2;
2149;1;'Bodega 95207';503812.3;
2150;3;'Bodega 503';626090.5;
2151;2;'Bodega 55823';533727.3;
2152;2;'Bodega 76700';925117.2;
2153;1;'Bodega 40124';644828.0;
2154;2;'Bodega 9794';984677.8;
2155;3;'Bodega 18920';606651.9;
2156;1;'Bodega 98342';939888.4;
2157;2;'Bodega 10306';674590.5;
2158;2;'Bodega 11973';950529.8;
2159;1;'Bodega 92085';609950.5;
2160;3;'Bodega 75361';525207.5;
2161;2;'Bodega 6044';790881.8;
2162;1;'Bodega 42168';656342.6;
