ID;ESTADO;
1157;'En funcionamiento';
1158;'En funcionamiento';
1159;'En funcionamiento';
1160;'En funcionamiento';
1161;'En funcionamiento';
1162;'En funcionamiento';
1163;'En funcionamiento';
1164;'En funcionamiento';
1165;'En funcionamiento';
1166;'En funcionamiento';
1167;'En funcionamiento';
1168;'En funcionamiento';
1169;'En funcionamiento';
1170;'En funcionamiento';
1171;'En funcionamiento';
1172;'En ampliacion';
1173;'En funcionamiento';
1174;'En funcionamiento';
1175;'En funcionamiento';
1176;'En funcionamiento';
1177;'En funcionamiento';
1178;'En funcionamiento';
1179;'En funcionamiento';
1180;'En funcionamiento';
1181;'En funcionamiento';
1182;'En funcionamiento';
1183;'En funcionamiento';
1184;'En funcionamiento';
1185;'En funcionamiento';
1186;'En funcionamiento';
1187;'En funcionamiento';
1188;'En funcionamiento';
1189;'En funcionamiento';
1190;'En mantenimiento';
1191;'En funcionamiento';
1192;'En funcionamiento';
1193;'En funcionamiento';
1194;'En funcionamiento';
1195;'En funcionamiento';
1196;'En funcionamiento';
1197;'En funcionamiento';
1198;'En funcionamiento';
1199;'En funcionamiento';
1200;'En funcionamiento';
1201;'En funcionamiento';
1202;'En funcionamiento';
1203;'En funcionamiento';
1204;'En funcionamiento';
1205;'En funcionamiento';
1206;'En mantenimiento';
1207;'En funcionamiento';
1208;'En funcionamiento';
1209;'En funcionamiento';
1210;'En funcionamiento';
1211;'En funcionamiento';
1212;'En funcionamiento';
1213;'En ampliacion';
1214;'En funcionamiento';
1215;'En funcionamiento';
1216;'En funcionamiento';
1217;'En funcionamiento';
1218;'En funcionamiento';
1219;'En ampliacion';
1220;'En funcionamiento';
1221;'En funcionamiento';
1222;'En funcionamiento';
1223;'En funcionamiento';
1224;'En funcionamiento';
1225;'En funcionamiento';
1226;'En funcionamiento';
1227;'En funcionamiento';
1228;'En funcionamiento';
1229;'En funcionamiento';
1230;'En funcionamiento';
1231;'En funcionamiento';
1232;'En funcionamiento';
1233;'En funcionamiento';
1234;'En funcionamiento';
1235;'En funcionamiento';
1236;'En funcionamiento';
1237;'En mantenimiento';
1238;'En ampliacion';
1239;'En funcionamiento';
1240;'En funcionamiento';
1241;'En funcionamiento';
1242;'En funcionamiento';
1243;'En funcionamiento';
1244;'En funcionamiento';
1245;'En funcionamiento';
1246;'En funcionamiento';
1247;'En funcionamiento';
1248;'En funcionamiento';
1249;'En funcionamiento';
1250;'En funcionamiento';
1251;'En funcionamiento';
1252;'En funcionamiento';
1253;'En funcionamiento';
1254;'En funcionamiento';
1255;'En funcionamiento';
1256;'En mantenimiento';
1257;'En funcionamiento';
1258;'En funcionamiento';
1259;'En funcionamiento';
1260;'En funcionamiento';
1261;'En funcionamiento';
1262;'En funcionamiento';
1263;'En funcionamiento';
1264;'En funcionamiento';
1265;'En funcionamiento';
1266;'En funcionamiento';
1267;'En funcionamiento';
1268;'En mantenimiento';
1269;'En funcionamiento';
1270;'En funcionamiento';
1271;'En funcionamiento';
1272;'En funcionamiento';
1273;'En funcionamiento';
1274;'En funcionamiento';
1275;'En funcionamiento';
1276;'En funcionamiento';
1277;'En funcionamiento';
1278;'En funcionamiento';
1279;'En funcionamiento';
1280;'En funcionamiento';
1281;'En funcionamiento';
1282;'En funcionamiento';
1283;'En funcionamiento';
1284;'En funcionamiento';
1285;'En funcionamiento';
1286;'En funcionamiento';
1287;'En funcionamiento';
1288;'En ampliacion';
1289;'En funcionamiento';
1290;'En mantenimiento';
1291;'En funcionamiento';
1292;'En funcionamiento';
1293;'En funcionamiento';
1294;'En funcionamiento';
1295;'En funcionamiento';
1296;'En funcionamiento';
1297;'En mantenimiento';
1298;'En funcionamiento';
1299;'En funcionamiento';
1300;'En funcionamiento';
1301;'En funcionamiento';
1302;'En funcionamiento';
1303;'En funcionamiento';
1304;'En funcionamiento';
1305;'En funcionamiento';
1306;'En funcionamiento';
1307;'En funcionamiento';
1308;'En funcionamiento';
1309;'En funcionamiento';
1310;'En mantenimiento';
1311;'En funcionamiento';
1312;'En funcionamiento';
1313;'En ampliacion';
1314;'En funcionamiento';
1315;'En funcionamiento';
1316;'En mantenimiento';
1317;'En funcionamiento';
1318;'En funcionamiento';
1319;'En funcionamiento';
1320;'En funcionamiento';
1321;'En funcionamiento';
1322;'En funcionamiento';
1323;'En funcionamiento';
1324;'En funcionamiento';
1325;'En funcionamiento';
1326;'En ampliacion';
1327;'En funcionamiento';
1328;'En funcionamiento';
1329;'En funcionamiento';
1330;'En mantenimiento';
1331;'En funcionamiento';
1332;'En mantenimiento';
1333;'En mantenimiento';
1334;'En funcionamiento';
1335;'En funcionamiento';
1336;'En funcionamiento';
1337;'En funcionamiento';
1338;'En funcionamiento';
1339;'En funcionamiento';
1340;'En funcionamiento';
1341;'En mantenimiento';
1342;'En funcionamiento';
1343;'En funcionamiento';
1344;'En funcionamiento';
1345;'En funcionamiento';
1346;'En funcionamiento';
1347;'En funcionamiento';
1348;'En ampliacion';
1349;'En funcionamiento';
1350;'En funcionamiento';
1351;'En funcionamiento';
1352;'En funcionamiento';
1353;'En funcionamiento';
1354;'En funcionamiento';
1355;'En funcionamiento';
1356;'En funcionamiento';
1357;'En funcionamiento';
1358;'En funcionamiento';
1359;'En funcionamiento';
1360;'En funcionamiento';
1361;'En funcionamiento';
1362;'En funcionamiento';
1363;'En funcionamiento';
1364;'En funcionamiento';
1365;'En funcionamiento';
1366;'En funcionamiento';
1367;'En ampliacion';
1368;'En funcionamiento';
1369;'En funcionamiento';
1370;'En funcionamiento';
1371;'En funcionamiento';
1372;'En funcionamiento';
1373;'En funcionamiento';
1374;'En funcionamiento';
1375;'En funcionamiento';
1376;'En funcionamiento';
1377;'En funcionamiento';
1378;'En funcionamiento';
1379;'En funcionamiento';
1380;'En funcionamiento';
1381;'En funcionamiento';
1382;'En funcionamiento';
1383;'En ampliacion';
1384;'En funcionamiento';
1385;'En funcionamiento';
1386;'En funcionamiento';
1387;'En funcionamiento';
1388;'En funcionamiento';
1389;'En funcionamiento';
1390;'En funcionamiento';
1391;'En mantenimiento';
1392;'En funcionamiento';
1393;'En funcionamiento';
1394;'En funcionamiento';
1395;'En funcionamiento';
1396;'En mantenimiento';
1397;'En funcionamiento';
1398;'En funcionamiento';
1399;'En mantenimiento';
1400;'En funcionamiento';
1401;'En funcionamiento';
1402;'En funcionamiento';
1403;'En funcionamiento';
1404;'En funcionamiento';
1405;'En mantenimiento';
1406;'En funcionamiento';
1407;'En funcionamiento';
1408;'En funcionamiento';
1409;'En funcionamiento';
1410;'En ampliacion';
1411;'En funcionamiento';
1412;'En funcionamiento';
1413;'En funcionamiento';
1414;'En funcionamiento';
1415;'En funcionamiento';
1416;'En funcionamiento';
1417;'En funcionamiento';
1418;'En funcionamiento';
1419;'En funcionamiento';
1420;'En funcionamiento';
1421;'En ampliacion';
1422;'En funcionamiento';
1423;'En funcionamiento';
1424;'En ampliacion';
1425;'En funcionamiento';
1426;'En funcionamiento';
1427;'En funcionamiento';
1428;'En funcionamiento';
1429;'En funcionamiento';
1430;'En funcionamiento';
1431;'En funcionamiento';
1432;'En funcionamiento';
1433;'En funcionamiento';
1434;'En funcionamiento';
1435;'En funcionamiento';
1436;'En funcionamiento';
1437;'En funcionamiento';
1438;'En funcionamiento';
1439;'En mantenimiento';
1440;'En funcionamiento';
1441;'En funcionamiento';
1442;'En funcionamiento';
1443;'En funcionamiento';
1444;'En funcionamiento';
1445;'En funcionamiento';
1446;'En funcionamiento';
1447;'En funcionamiento';
1448;'En mantenimiento';
1449;'En funcionamiento';
1450;'En mantenimiento';
1451;'En funcionamiento';
1452;'En funcionamiento';
1453;'En funcionamiento';
1454;'En funcionamiento';
1455;'En funcionamiento';
1456;'En ampliacion';
1457;'En funcionamiento';
1458;'En funcionamiento';
1459;'En funcionamiento';
1460;'En funcionamiento';
1461;'En funcionamiento';
1462;'En funcionamiento';
1463;'En funcionamiento';
1464;'En funcionamiento';
1465;'En funcionamiento';
1466;'En funcionamiento';
1467;'En ampliacion';
1468;'En funcionamiento';
1469;'En funcionamiento';
1470;'En funcionamiento';
1471;'En funcionamiento';
1472;'En mantenimiento';
1473;'En funcionamiento';
1474;'En funcionamiento';
1475;'En funcionamiento';
1476;'En funcionamiento';
1477;'En funcionamiento';
1478;'En funcionamiento';
1479;'En funcionamiento';
1480;'En funcionamiento';
1481;'En funcionamiento';
1482;'En funcionamiento';
1483;'En funcionamiento';
1484;'En funcionamiento';
1485;'En funcionamiento';
1486;'En funcionamiento';
1487;'En funcionamiento';
1488;'En funcionamiento';
1489;'En funcionamiento';
1490;'En funcionamiento';
1491;'En funcionamiento';
1492;'En ampliacion';
1493;'En funcionamiento';
1494;'En funcionamiento';
1495;'En funcionamiento';
1496;'En funcionamiento';
1497;'En funcionamiento';
1498;'En funcionamiento';
1499;'En funcionamiento';
1500;'En funcionamiento';
1501;'En mantenimiento';
1502;'En funcionamiento';
1503;'En funcionamiento';
1504;'En funcionamiento';
1505;'En funcionamiento';
1506;'En funcionamiento';
1507;'En funcionamiento';
1508;'En funcionamiento';
1509;'En funcionamiento';
1510;'En funcionamiento';
1511;'En funcionamiento';
1512;'En funcionamiento';
1513;'En funcionamiento';
1514;'En funcionamiento';
1515;'En funcionamiento';
1516;'En funcionamiento';
1517;'En funcionamiento';
1518;'En funcionamiento';
1519;'En funcionamiento';
1520;'En funcionamiento';
1521;'En funcionamiento';
1522;'En funcionamiento';
1523;'En funcionamiento';
1524;'En funcionamiento';
1525;'En funcionamiento';
1526;'En funcionamiento';
1527;'En funcionamiento';
1528;'En funcionamiento';
1529;'En mantenimiento';
1530;'En funcionamiento';
1531;'En funcionamiento';
1532;'En funcionamiento';
1533;'En funcionamiento';
1534;'En funcionamiento';
1535;'En funcionamiento';
1536;'En funcionamiento';
1537;'En funcionamiento';
1538;'En ampliacion';
1539;'En funcionamiento';
1540;'En funcionamiento';
1541;'En funcionamiento';
1542;'En funcionamiento';
1543;'En funcionamiento';
1544;'En funcionamiento';
1545;'En funcionamiento';
1546;'En funcionamiento';
1547;'En funcionamiento';
1548;'En mantenimiento';
1549;'En funcionamiento';
1550;'En funcionamiento';
1551;'En funcionamiento';
1552;'En funcionamiento';
1553;'En funcionamiento';
1554;'En funcionamiento';
1555;'En funcionamiento';
1556;'En mantenimiento';
1557;'En funcionamiento';
1558;'En funcionamiento';
1559;'En funcionamiento';
1560;'En funcionamiento';
1561;'En funcionamiento';
1562;'En funcionamiento';
1563;'En funcionamiento';
1564;'En funcionamiento';
1565;'En funcionamiento';
1566;'En funcionamiento';
1567;'En funcionamiento';
1568;'En mantenimiento';
1569;'En funcionamiento';
1570;'En funcionamiento';
1571;'En funcionamiento';
1572;'En funcionamiento';
1573;'En funcionamiento';
1574;'En funcionamiento';
1575;'En funcionamiento';
1576;'En funcionamiento';
1577;'En funcionamiento';
1578;'En funcionamiento';
1579;'En funcionamiento';
1580;'En funcionamiento';
1581;'En funcionamiento';
1582;'En funcionamiento';
1583;'En funcionamiento';
1584;'En funcionamiento';
1585;'En funcionamiento';
1586;'En funcionamiento';
1587;'En mantenimiento';
1588;'En funcionamiento';
1589;'En funcionamiento';
1590;'En funcionamiento';
1591;'En funcionamiento';
1592;'En funcionamiento';
1593;'En funcionamiento';
1594;'En funcionamiento';
1595;'En funcionamiento';
1596;'En funcionamiento';
1597;'En mantenimiento';
1598;'En mantenimiento';
1599;'En ampliacion';
1600;'En funcionamiento';
1601;'En funcionamiento';
1602;'En ampliacion';
1603;'En funcionamiento';
1604;'En mantenimiento';
1605;'En funcionamiento';
1606;'En funcionamiento';
1607;'En funcionamiento';
1608;'En funcionamiento';
1609;'En funcionamiento';
1610;'En funcionamiento';
1611;'En mantenimiento';
1612;'En funcionamiento';
1613;'En funcionamiento';
1614;'En funcionamiento';
1615;'En funcionamiento';
1616;'En mantenimiento';
1617;'En mantenimiento';
1618;'En funcionamiento';
1619;'En funcionamiento';
1620;'En funcionamiento';
1621;'En mantenimiento';
1622;'En funcionamiento';
1623;'En funcionamiento';
1624;'En ampliacion';
1625;'En funcionamiento';
1626;'En funcionamiento';
1627;'En mantenimiento';
1628;'En funcionamiento';
1629;'En funcionamiento';
1630;'En funcionamiento';
1631;'En funcionamiento';
1632;'En funcionamiento';
1633;'En funcionamiento';
1634;'En funcionamiento';
1635;'En funcionamiento';
1636;'En funcionamiento';
1637;'En funcionamiento';
1638;'En funcionamiento';
1639;'En funcionamiento';
1640;'En funcionamiento';
1641;'En funcionamiento';
1642;'En funcionamiento';
1643;'En funcionamiento';
1644;'En funcionamiento';
1645;'En funcionamiento';
1646;'En mantenimiento';
1647;'En funcionamiento';
1648;'En funcionamiento';
1649;'En funcionamiento';
1650;'En funcionamiento';
1651;'En funcionamiento';
1652;'En funcionamiento';
1653;'En funcionamiento';
1654;'En funcionamiento';
1655;'En ampliacion';
1656;'En funcionamiento';
1657;'En funcionamiento';
1658;'En funcionamiento';
1659;'En funcionamiento';
1660;'En ampliacion';
1661;'En funcionamiento';
1662;'En mantenimiento';
1663;'En funcionamiento';
1664;'En funcionamiento';
1665;'En funcionamiento';
1666;'En ampliacion';
1667;'En funcionamiento';
1668;'En funcionamiento';
1669;'En funcionamiento';
1670;'En funcionamiento';
1671;'En funcionamiento';
1672;'En funcionamiento';
1673;'En funcionamiento';
1674;'En funcionamiento';
1675;'En funcionamiento';
1676;'En funcionamiento';
1677;'En funcionamiento';
1678;'En funcionamiento';
1679;'En funcionamiento';
1680;'En funcionamiento';
1681;'En funcionamiento';
1682;'En funcionamiento';
1683;'En funcionamiento';
1684;'En funcionamiento';
1685;'En funcionamiento';
1686;'En funcionamiento';
1687;'En funcionamiento';
1688;'En funcionamiento';
1689;'En funcionamiento';
1690;'En funcionamiento';
1691;'En mantenimiento';
1692;'En funcionamiento';
1693;'En funcionamiento';
1694;'En funcionamiento';
1695;'En funcionamiento';
1696;'En funcionamiento';
1697;'En funcionamiento';
1698;'En funcionamiento';
1699;'En funcionamiento';
1700;'En funcionamiento';
1701;'En mantenimiento';
1702;'En funcionamiento';
1703;'En ampliacion';
1704;'En funcionamiento';
1705;'En funcionamiento';
1706;'En funcionamiento';
1707;'En funcionamiento';
1708;'En funcionamiento';
1709;'En funcionamiento';
1710;'En funcionamiento';
1711;'En funcionamiento';
1712;'En funcionamiento';
1713;'En ampliacion';
1714;'En funcionamiento';
1715;'En funcionamiento';
1716;'En funcionamiento';
1717;'En funcionamiento';
1718;'En funcionamiento';
1719;'En funcionamiento';
1720;'En funcionamiento';
1721;'En ampliacion';
1722;'En ampliacion';
1723;'En funcionamiento';
1724;'En funcionamiento';
1725;'En funcionamiento';
1726;'En funcionamiento';
1727;'En funcionamiento';
1728;'En funcionamiento';
1729;'En funcionamiento';
1730;'En funcionamiento';
1731;'En funcionamiento';
1732;'En funcionamiento';
1733;'En funcionamiento';
1734;'En funcionamiento';
1735;'En funcionamiento';
1736;'En funcionamiento';
1737;'En funcionamiento';
1738;'En mantenimiento';
1739;'En funcionamiento';
1740;'En funcionamiento';
1741;'En funcionamiento';
1742;'En funcionamiento';
1743;'En funcionamiento';
1744;'En funcionamiento';
1745;'En funcionamiento';
1746;'En funcionamiento';
1747;'En funcionamiento';
1748;'En funcionamiento';
1749;'En funcionamiento';
1750;'En funcionamiento';
1751;'En funcionamiento';
1752;'En funcionamiento';
1753;'En funcionamiento';
1754;'En funcionamiento';
1755;'En mantenimiento';
1756;'En funcionamiento';
1757;'En funcionamiento';
1758;'En funcionamiento';
1759;'En funcionamiento';
1760;'En funcionamiento';
1761;'En funcionamiento';
1762;'En funcionamiento';
1763;'En funcionamiento';
1764;'En funcionamiento';
1765;'En funcionamiento';
1766;'En funcionamiento';
1767;'En funcionamiento';
1768;'En funcionamiento';
1769;'En funcionamiento';
1770;'En funcionamiento';
1771;'En funcionamiento';
1772;'En funcionamiento';
1773;'En funcionamiento';
1774;'En funcionamiento';
1775;'En funcionamiento';
1776;'En funcionamiento';
1777;'En funcionamiento';
1778;'En funcionamiento';
1779;'En funcionamiento';
1780;'En mantenimiento';
1781;'En mantenimiento';
1782;'En funcionamiento';
1783;'En funcionamiento';
1784;'En funcionamiento';
1785;'En funcionamiento';
1786;'En funcionamiento';
1787;'En mantenimiento';
1788;'En funcionamiento';
1789;'En funcionamiento';
1790;'En funcionamiento';
1791;'En funcionamiento';
1792;'En funcionamiento';
1793;'En funcionamiento';
1794;'En funcionamiento';
1795;'En funcionamiento';
1796;'En funcionamiento';
1797;'En funcionamiento';
1798;'En funcionamiento';
1799;'En funcionamiento';
1800;'En funcionamiento';
1801;'En funcionamiento';
1802;'En funcionamiento';
1803;'En funcionamiento';
1804;'En funcionamiento';
1805;'En mantenimiento';
1806;'En funcionamiento';
1807;'En funcionamiento';
1808;'En funcionamiento';
1809;'En funcionamiento';
1810;'En funcionamiento';
1811;'En funcionamiento';
1812;'En funcionamiento';
1813;'En funcionamiento';
1814;'En ampliacion';
1815;'En funcionamiento';
1816;'En ampliacion';
1817;'En funcionamiento';
1818;'En funcionamiento';
1819;'En funcionamiento';
1820;'En mantenimiento';
1821;'En funcionamiento';
1822;'En funcionamiento';
1823;'En funcionamiento';
1824;'En funcionamiento';
1825;'En funcionamiento';
1826;'En funcionamiento';
1827;'En funcionamiento';
1828;'En mantenimiento';
1829;'En funcionamiento';
1830;'En funcionamiento';
1831;'En funcionamiento';
1832;'En funcionamiento';
1833;'En ampliacion';
1834;'En funcionamiento';
1835;'En funcionamiento';
1836;'En funcionamiento';
1837;'En funcionamiento';
1838;'En funcionamiento';
1839;'En funcionamiento';
1840;'En ampliacion';
1841;'En funcionamiento';
1842;'En funcionamiento';
1843;'En funcionamiento';
1844;'En mantenimiento';
1845;'En funcionamiento';
1846;'En funcionamiento';
1847;'En funcionamiento';
1848;'En funcionamiento';
1849;'En funcionamiento';
1850;'En funcionamiento';
1851;'En funcionamiento';
1852;'En mantenimiento';
1853;'En funcionamiento';
1854;'En funcionamiento';
1855;'En funcionamiento';
1856;'En funcionamiento';
1857;'En mantenimiento';
1858;'En funcionamiento';
1859;'En funcionamiento';
1860;'En funcionamiento';
1861;'En funcionamiento';
1862;'En funcionamiento';
1863;'En funcionamiento';
1864;'En funcionamiento';
1865;'En mantenimiento';
1866;'En funcionamiento';
1867;'En funcionamiento';
1868;'En funcionamiento';
1869;'En funcionamiento';
1870;'En funcionamiento';
1871;'En funcionamiento';
1872;'En funcionamiento';
1873;'En funcionamiento';
1874;'En funcionamiento';
1875;'En funcionamiento';
1876;'En funcionamiento';
1877;'En funcionamiento';
1878;'En funcionamiento';
1879;'En funcionamiento';
1880;'En funcionamiento';
1881;'En funcionamiento';
1882;'En ampliacion';
1883;'En funcionamiento';
1884;'En funcionamiento';
1885;'En funcionamiento';
1886;'En funcionamiento';
1887;'En funcionamiento';
1888;'En funcionamiento';
1889;'En funcionamiento';
1890;'En funcionamiento';
1891;'En funcionamiento';
1892;'En funcionamiento';
1893;'En mantenimiento';
1894;'En funcionamiento';
1895;'En funcionamiento';
1896;'En funcionamiento';
1897;'En funcionamiento';
1898;'En funcionamiento';
1899;'En funcionamiento';
1900;'En funcionamiento';
1901;'En funcionamiento';
1902;'En funcionamiento';
1903;'En funcionamiento';
1904;'En funcionamiento';
1905;'En funcionamiento';
1906;'En funcionamiento';
1907;'En funcionamiento';
1908;'En funcionamiento';
1909;'En funcionamiento';
1910;'En ampliacion';
1911;'En funcionamiento';
1912;'En funcionamiento';
1913;'En ampliacion';
1914;'En funcionamiento';
1915;'En funcionamiento';
1916;'En funcionamiento';
1917;'En funcionamiento';
1918;'En funcionamiento';
1919;'En funcionamiento';
1920;'En funcionamiento';
1921;'En funcionamiento';
1922;'En funcionamiento';
1923;'En funcionamiento';
1924;'En funcionamiento';
1925;'En funcionamiento';
1926;'En funcionamiento';
1927;'En funcionamiento';
1928;'En funcionamiento';
1929;'En funcionamiento';
1930;'En funcionamiento';
1931;'En ampliacion';
1932;'En mantenimiento';
1933;'En funcionamiento';
1934;'En funcionamiento';
1935;'En funcionamiento';
1936;'En funcionamiento';
1937;'En funcionamiento';
1938;'En funcionamiento';
1939;'En funcionamiento';
1940;'En funcionamiento';
1941;'En funcionamiento';
1942;'En funcionamiento';
1943;'En funcionamiento';
1944;'En funcionamiento';
1945;'En funcionamiento';
1946;'En funcionamiento';
1947;'En funcionamiento';
1948;'En funcionamiento';
1949;'En funcionamiento';
1950;'En funcionamiento';
1951;'En funcionamiento';
1952;'En funcionamiento';
1953;'En funcionamiento';
1954;'En funcionamiento';
1955;'En funcionamiento';
1956;'En funcionamiento';
1957;'En funcionamiento';
1958;'En funcionamiento';
1959;'En funcionamiento';
1960;'En funcionamiento';
1961;'En funcionamiento';
1962;'En funcionamiento';
1963;'En funcionamiento';
1964;'En funcionamiento';
1965;'En funcionamiento';
1966;'En funcionamiento';
1967;'En funcionamiento';
1968;'En funcionamiento';
1969;'En funcionamiento';
1970;'En mantenimiento';
1971;'En funcionamiento';
1972;'En funcionamiento';
1973;'En funcionamiento';
1974;'En funcionamiento';
1975;'En funcionamiento';
1976;'En mantenimiento';
1977;'En funcionamiento';
1978;'En ampliacion';
1979;'En funcionamiento';
1980;'En funcionamiento';
1981;'En funcionamiento';
1982;'En funcionamiento';
1983;'En funcionamiento';
1984;'En funcionamiento';
1985;'En funcionamiento';
1986;'En funcionamiento';
1987;'En funcionamiento';
1988;'En funcionamiento';
1989;'En funcionamiento';
1990;'En funcionamiento';
1991;'En funcionamiento';
1992;'En mantenimiento';
1993;'En funcionamiento';
1994;'En funcionamiento';
1995;'En funcionamiento';
1996;'En funcionamiento';
1997;'En funcionamiento';
1998;'En funcionamiento';
1999;'En funcionamiento';
2000;'En funcionamiento';
2001;'En funcionamiento';
2002;'En funcionamiento';
2003;'En funcionamiento';
2004;'En funcionamiento';
2005;'En funcionamiento';
2006;'En funcionamiento';
2007;'En funcionamiento';
2008;'En ampliacion';
2009;'En funcionamiento';
2010;'En funcionamiento';
2011;'En funcionamiento';
2012;'En funcionamiento';
2013;'En funcionamiento';
2014;'En funcionamiento';
2015;'En funcionamiento';
2016;'En funcionamiento';
2017;'En funcionamiento';
2018;'En funcionamiento';
2019;'En funcionamiento';
2020;'En funcionamiento';
2021;'En funcionamiento';
2022;'En mantenimiento';
2023;'En funcionamiento';
2024;'En funcionamiento';
2025;'En funcionamiento';
2026;'En funcionamiento';
2027;'En funcionamiento';
2028;'En funcionamiento';
2029;'En funcionamiento';
2030;'En funcionamiento';
2031;'En funcionamiento';
2032;'En funcionamiento';
2033;'En funcionamiento';
2034;'En funcionamiento';
2035;'En funcionamiento';
2036;'En ampliacion';
2037;'En funcionamiento';
2038;'En funcionamiento';
2039;'En funcionamiento';
2040;'En funcionamiento';
2041;'En funcionamiento';
2042;'En funcionamiento';
2043;'En funcionamiento';
2044;'En funcionamiento';
2045;'En mantenimiento';
2046;'En ampliacion';
2047;'En funcionamiento';
2048;'En funcionamiento';
2049;'En funcionamiento';
2050;'En funcionamiento';
2051;'En funcionamiento';
2052;'En funcionamiento';
2053;'En funcionamiento';
2054;'En mantenimiento';
2055;'En funcionamiento';
2056;'En funcionamiento';
2057;'En funcionamiento';
2058;'En funcionamiento';
2059;'En funcionamiento';
2060;'En funcionamiento';
2061;'En ampliacion';
2062;'En funcionamiento';
2063;'En funcionamiento';
2064;'En funcionamiento';
2065;'En funcionamiento';
2066;'En mantenimiento';
2067;'En funcionamiento';
2068;'En funcionamiento';
2069;'En funcionamiento';
2070;'En funcionamiento';
2071;'En funcionamiento';
2072;'En funcionamiento';
2073;'En ampliacion';
2074;'En funcionamiento';
2075;'En funcionamiento';
2076;'En funcionamiento';
2077;'En funcionamiento';
2078;'En funcionamiento';
2079;'En funcionamiento';
2080;'En funcionamiento';
2081;'En funcionamiento';
2082;'En funcionamiento';
2083;'En funcionamiento';
2084;'En funcionamiento';
2085;'En ampliacion';
2086;'En funcionamiento';
2087;'En mantenimiento';
2088;'En funcionamiento';
2089;'En ampliacion';
2090;'En funcionamiento';
2091;'En funcionamiento';
2092;'En funcionamiento';
2093;'En funcionamiento';
2094;'En funcionamiento';
2095;'En funcionamiento';
2096;'En funcionamiento';
2097;'En funcionamiento';
2098;'En funcionamiento';
2099;'En funcionamiento';
2100;'En funcionamiento';
2101;'En funcionamiento';
2102;'En funcionamiento';
2103;'En funcionamiento';
2104;'En funcionamiento';
2105;'En funcionamiento';
2106;'En ampliacion';
2107;'En funcionamiento';
2108;'En ampliacion';
2109;'En funcionamiento';
2110;'En funcionamiento';
2111;'En funcionamiento';
2112;'En mantenimiento';
2113;'En funcionamiento';
2114;'En funcionamiento';
2115;'En funcionamiento';
2116;'En funcionamiento';
2117;'En funcionamiento';
2118;'En funcionamiento';
2119;'En funcionamiento';
2120;'En mantenimiento';
2121;'En funcionamiento';
2122;'En funcionamiento';
2123;'En funcionamiento';
2124;'En ampliacion';
2125;'En funcionamiento';
2126;'En mantenimiento';
2127;'En funcionamiento';
2128;'En funcionamiento';
2129;'En funcionamiento';
2130;'En funcionamiento';
2131;'En funcionamiento';
2132;'En funcionamiento';
2133;'En funcionamiento';
2134;'En ampliacion';
2135;'En funcionamiento';
2136;'En funcionamiento';
2137;'En funcionamiento';
2138;'En funcionamiento';
2139;'En funcionamiento';
2140;'En funcionamiento';
2141;'En funcionamiento';
2142;'En mantenimiento';
2143;'En funcionamiento';
2144;'En funcionamiento';
2145;'En funcionamiento';
2146;'En funcionamiento';
2147;'En funcionamiento';
2148;'En funcionamiento';
2149;'En funcionamiento';
2150;'En funcionamiento';
2151;'En funcionamiento';
2152;'En mantenimiento';
2153;'En funcionamiento';
2154;'En funcionamiento';
2155;'En funcionamiento';
2156;'En funcionamiento';
2157;'En funcionamiento';
2158;'En funcionamiento';
2159;'En funcionamiento';
2160;'En funcionamiento';
2161;'En funcionamiento';
2162;'En funcionamiento';
2163;'En funcionamiento';
2164;'En funcionamiento';
2165;'En funcionamiento';
2166;'En funcionamiento';
2167;'En funcionamiento';
2168;'En funcionamiento';
2169;'En funcionamiento';
2170;'En funcionamiento';
2171;'En funcionamiento';
2172;'En funcionamiento';
2173;'En funcionamiento';
2174;'En funcionamiento';
2175;'En funcionamiento';
2176;'En mantenimiento';
2177;'En funcionamiento';
2178;'En funcionamiento';
2179;'En funcionamiento';
2180;'En funcionamiento';
2181;'En funcionamiento';
2182;'En mantenimiento';
2183;'En funcionamiento';
2184;'En funcionamiento';
2185;'En funcionamiento';
2186;'En funcionamiento';
2187;'En mantenimiento';
2188;'En funcionamiento';
2189;'En funcionamiento';
2190;'En funcionamiento';
2191;'En funcionamiento';
2192;'En funcionamiento';
2193;'En funcionamiento';
2194;'En funcionamiento';
2195;'En funcionamiento';
2196;'En funcionamiento';
2197;'En funcionamiento';
2198;'En funcionamiento';
2199;'En funcionamiento';
2200;'En funcionamiento';
2201;'En funcionamiento';
2202;'En funcionamiento';
2203;'En funcionamiento';
2204;'En funcionamiento';
2205;'En funcionamiento';
2206;'En funcionamiento';
2207;'En funcionamiento';
2208;'En ampliacion';
2209;'En funcionamiento';
2210;'En funcionamiento';
2211;'En funcionamiento';
2212;'En funcionamiento';
2213;'En funcionamiento';
2214;'En funcionamiento';
2215;'En funcionamiento';
2216;'En funcionamiento';
2217;'En funcionamiento';
2218;'En funcionamiento';
2219;'En funcionamiento';
2220;'En funcionamiento';
2221;'En funcionamiento';
2222;'En funcionamiento';
2223;'En funcionamiento';
2224;'En funcionamiento';
2225;'En ampliacion';
2226;'En funcionamiento';
2227;'En funcionamiento';
2228;'En funcionamiento';
2229;'En funcionamiento';
2230;'En funcionamiento';
2231;'En funcionamiento';
2232;'En funcionamiento';
2233;'En funcionamiento';
2234;'En funcionamiento';
2235;'En funcionamiento';
