COD_BODEGA;COD_PEDIDO;TIPO_NOTIFICACION;MENSAJE_E_MAIL;
853;3233673;'Balanceo Bodega';'La bodega con identificador 853 está enviando productos a una nueva bodega.';
2752;1701442;'Balanceo Bodega';'La bodega con identificador 2752 está enviando productos a una nueva bodega.';
717;1701442;'Balanceo Bodega';'La bodega con identificador 717 está enviando productos a una nueva bodega.';
393;3310819;'Cierre Bodega';'La bodega con identificador 393 está en mantenimiento.';
340;3310819;'Balanceo Bodega';'La bodega con identificador 340 está enviando productos a una nueva bodega.';
2393;9111304;'Cierre Bodega';'La bodega con identificador 2393 está en mantenimiento.';
3285;9482073;'Balanceo Bodega';'La bodega con identificador 3285 está enviando productos a una nueva bodega.';
2004;6510019;'Balanceo Bodega';'La bodega con identificador 2004 está enviando productos a una nueva bodega.';
471;3533634;'Balanceo Bodega';'La bodega con identificador 471 está enviando productos a una nueva bodega.';
2344;8682234;'Cierre Bodega';'La bodega con identificador 2344 está en mantenimiento.';
2120;811477;'Cierre Bodega';'La bodega con identificador 2120 está en mantenimiento.';
482;7642917;'Cierre Bodega';'La bodega con identificador 482 está en mantenimiento.';
528;214071;'Cierre Bodega';'La bodega con identificador 528 está en ampliacion.';
3900;4593228;'Cierre Bodega';'La bodega con identificador 3900 está en ampliacion.';
4033;1489014;'Balanceo Bodega';'La bodega con identificador 4033 está enviando productos a una nueva bodega.';
3259;2636155;'Cierre Bodega';'La bodega con identificador 3259 está en mantenimiento.';
236;3889879;'Cierre Bodega';'La bodega con identificador 236 está en ampliacion.';
310;7944755;'Cierre Bodega';'La bodega con identificador 310 está en mantenimiento.';
2921;9054388;'Balanceo Bodega';'La bodega con identificador 2921 está enviando productos a una nueva bodega.';
3926;4396057;'Balanceo Bodega';'La bodega con identificador 3926 está enviando productos a una nueva bodega.';
3693;2571678;'Balanceo Bodega';'La bodega con identificador 3693 está enviando productos a una nueva bodega.';
400;2019288;'Balanceo Bodega';'La bodega con identificador 400 está enviando productos a una nueva bodega.';
2538;6416512;'Cierre Bodega';'La bodega con identificador 2538 está en ampliacion.';
1131;6647421;'Balanceo Bodega';'La bodega con identificador 1131 está enviando productos a una nueva bodega.';
415;5825570;'Cierre Bodega';'La bodega con identificador 415 está en ampliacion.';
382;8207567;'Balanceo Bodega';'La bodega con identificador 382 está enviando productos a una nueva bodega.';
3668;3858213;'Balanceo Bodega';'La bodega con identificador 3668 está enviando productos a una nueva bodega.';
3323;3858213;'Cierre Bodega';'La bodega con identificador 3323 está en ampliacion.';
3374;6057519;'Balanceo Bodega';'La bodega con identificador 3374 está enviando productos a una nueva bodega.';
2243;6445020;'Cierre Bodega';'La bodega con identificador 2243 está en mantenimiento.';
2087;5827768;'Cierre Bodega';'La bodega con identificador 2087 está en mantenimiento.';
1587;3096679;'Cierre Bodega';'La bodega con identificador 1587 está en mantenimiento.';
4190;3096679;'Cierre Bodega';'La bodega con identificador 4190 está en mantenimiento.';
269;287592;'Balanceo Bodega';'La bodega con identificador 269 está enviando productos a una nueva bodega.';
2004;9479490;'Balanceo Bodega';'La bodega con identificador 2004 está enviando productos a una nueva bodega.';
2312;8675735;'Cierre Bodega';'La bodega con identificador 2312 está en mantenimiento.';
1708;1136415;'Balanceo Bodega';'La bodega con identificador 1708 está enviando productos a una nueva bodega.';
3200;5730841;'Cierre Bodega';'La bodega con identificador 3200 está en mantenimiento.';
1367;9793331;'Cierre Bodega';'La bodega con identificador 1367 está en ampliacion.';
2859;2209546;'Balanceo Bodega';'La bodega con identificador 2859 está enviando productos a una nueva bodega.';
156;8022703;'Cierre Bodega';'La bodega con identificador 156 está en mantenimiento.';
3560;7861249;'Cierre Bodega';'La bodega con identificador 3560 está en mantenimiento.';
4016;1224395;'Cierre Bodega';'La bodega con identificador 4016 está en ampliacion.';
872;3599668;'Cierre Bodega';'La bodega con identificador 872 está en mantenimiento.';
3437;3599668;'Cierre Bodega';'La bodega con identificador 3437 está en mantenimiento.';
1538;2774376;'Cierre Bodega';'La bodega con identificador 1538 está en ampliacion.';
3774;4272917;'Cierre Bodega';'La bodega con identificador 3774 está en ampliacion.';
535;5858436;'Cierre Bodega';'La bodega con identificador 535 está en mantenimiento.';
1599;5858436;'Cierre Bodega';'La bodega con identificador 1599 está en ampliacion.';
4325;4282092;'Cierre Bodega';'La bodega con identificador 4325 está en ampliacion.';
1450;6209581;'Cierre Bodega';'La bodega con identificador 1450 está en mantenimiento.';
1237;6515789;'Cierre Bodega';'La bodega con identificador 1237 está en mantenimiento.';
3334;7266895;'Cierre Bodega';'La bodega con identificador 3334 está en ampliacion.';
923;6134813;'Cierre Bodega';'La bodega con identificador 923 está en mantenimiento.';
2607;4017258;'Cierre Bodega';'La bodega con identificador 2607 está en ampliacion.';
3157;2771632;'Balanceo Bodega';'La bodega con identificador 3157 está enviando productos a una nueva bodega.';
664;8559520;'Cierre Bodega';'La bodega con identificador 664 está en ampliacion.';
3445;5279495;'Cierre Bodega';'La bodega con identificador 3445 está en mantenimiento.';
574;1996115;'Cierre Bodega';'La bodega con identificador 574 está en ampliacion.';
4197;8282301;'Cierre Bodega';'La bodega con identificador 4197 está en mantenimiento.';
3490;8282301;'Cierre Bodega';'La bodega con identificador 3490 está en ampliacion.';
2941;1113428;'Cierre Bodega';'La bodega con identificador 2941 está en mantenimiento.';
2475;9452018;'Balanceo Bodega';'La bodega con identificador 2475 está enviando productos a una nueva bodega.';
613;9452018;'Cierre Bodega';'La bodega con identificador 613 está en ampliacion.';
728;2863283;'Cierre Bodega';'La bodega con identificador 728 está en ampliacion.';
3131;4387698;'Cierre Bodega';'La bodega con identificador 3131 está en mantenimiento.';
219;1352181;'Cierre Bodega';'La bodega con identificador 219 está en ampliacion.';
3638;3676676;'Balanceo Bodega';'La bodega con identificador 3638 está enviando productos a una nueva bodega.';
1780;9452155;'Cierre Bodega';'La bodega con identificador 1780 está en mantenimiento.';
83;8961800;'Cierre Bodega';'La bodega con identificador 83 está en mantenimiento.';
1310;7727192;'Cierre Bodega';'La bodega con identificador 1310 está en mantenimiento.';
1145;7727192;'Cierre Bodega';'La bodega con identificador 1145 está en mantenimiento.';
1616;505588;'Cierre Bodega';'La bodega con identificador 1616 está en mantenimiento.';
87;2897951;'Balanceo Bodega';'La bodega con identificador 87 está enviando productos a una nueva bodega.';
4164;7874883;'Cierre Bodega';'La bodega con identificador 4164 está en ampliacion.';
534;2084286;'Cierre Bodega';'La bodega con identificador 534 está en ampliacion.';
784;2084286;'Cierre Bodega';'La bodega con identificador 784 está en ampliacion.';
83;2084286;'Cierre Bodega';'La bodega con identificador 83 está en mantenimiento.';
759;2760346;'Balanceo Bodega';'La bodega con identificador 759 está enviando productos a una nueva bodega.';
895;2760346;'Balanceo Bodega';'La bodega con identificador 895 está enviando productos a una nueva bodega.';
2568;9806115;'Balanceo Bodega';'La bodega con identificador 2568 está enviando productos a una nueva bodega.';
3081;9806115;'Cierre Bodega';'La bodega con identificador 3081 está en mantenimiento.';
4266;9092969;'Balanceo Bodega';'La bodega con identificador 4266 está enviando productos a una nueva bodega.';
1391;9092969;'Cierre Bodega';'La bodega con identificador 1391 está en mantenimiento.';
738;3890093;'Cierre Bodega';'La bodega con identificador 738 está en mantenimiento.';
1333;2957373;'Cierre Bodega';'La bodega con identificador 1333 está en mantenimiento.';
3644;3703580;'Balanceo Bodega';'La bodega con identificador 3644 está enviando productos a una nueva bodega.';
513;3703580;'Cierre Bodega';'La bodega con identificador 513 está en ampliacion.';
1383;3014489;'Cierre Bodega';'La bodega con identificador 1383 está en ampliacion.';
4454;1606562;'Cierre Bodega';'La bodega con identificador 4454 está en mantenimiento.';
297;6631521;'Balanceo Bodega';'La bodega con identificador 297 está enviando productos a una nueva bodega.';
95;8325567;'Cierre Bodega';'La bodega con identificador 95 está en mantenimiento.';
3121;8325567;'Balanceo Bodega';'La bodega con identificador 3121 está enviando productos a una nueva bodega.';
588;752639;'Cierre Bodega';'La bodega con identificador 588 está en mantenimiento.';
4016;4989531;'Cierre Bodega';'La bodega con identificador 4016 está en ampliacion.';
738;8562289;'Cierre Bodega';'La bodega con identificador 738 está en mantenimiento.';
231;792346;'Cierre Bodega';'La bodega con identificador 231 está en mantenimiento.';
4365;8277189;'Balanceo Bodega';'La bodega con identificador 4365 está enviando productos a una nueva bodega.';
4190;3529628;'Cierre Bodega';'La bodega con identificador 4190 está en mantenimiento.';
394;3529628;'Cierre Bodega';'La bodega con identificador 394 está en mantenimiento.';
2073;1954777;'Cierre Bodega';'La bodega con identificador 2073 está en ampliacion.';
1604;8898773;'Cierre Bodega';'La bodega con identificador 1604 está en mantenimiento.';
1970;8898773;'Cierre Bodega';'La bodega con identificador 1970 está en mantenimiento.';
2297;336138;'Cierre Bodega';'La bodega con identificador 2297 está en mantenimiento.';
1104;5314704;'Balanceo Bodega';'La bodega con identificador 1104 está enviando productos a una nueva bodega.';
1061;8493528;'Balanceo Bodega';'La bodega con identificador 1061 está enviando productos a una nueva bodega.';
3543;4069877;'Balanceo Bodega';'La bodega con identificador 3543 está enviando productos a una nueva bodega.';
2703;9978328;'Cierre Bodega';'La bodega con identificador 2703 está en mantenimiento.';
2222;6014440;'Balanceo Bodega';'La bodega con identificador 2222 está enviando productos a una nueva bodega.';
1616;6014440;'Cierre Bodega';'La bodega con identificador 1616 está en mantenimiento.';
555;4613916;'Cierre Bodega';'La bodega con identificador 555 está en mantenimiento.';
4014;4613916;'Cierre Bodega';'La bodega con identificador 4014 está en ampliacion.';
1172;5780910;'Cierre Bodega';'La bodega con identificador 1172 está en ampliacion.';
1587;8289750;'Cierre Bodega';'La bodega con identificador 1587 está en mantenimiento.';
3353;7506992;'Balanceo Bodega';'La bodega con identificador 3353 está enviando productos a una nueva bodega.';
1399;5222278;'Cierre Bodega';'La bodega con identificador 1399 está en mantenimiento.';
1931;2082545;'Cierre Bodega';'La bodega con identificador 1931 está en ampliacion.';
3059;4681759;'Balanceo Bodega';'La bodega con identificador 3059 está enviando productos a una nueva bodega.';
1539;7062198;'Balanceo Bodega';'La bodega con identificador 1539 está enviando productos a una nueva bodega.';
2949;5235762;'Balanceo Bodega';'La bodega con identificador 2949 está enviando productos a una nueva bodega.';
3007;3728706;'Cierre Bodega';'La bodega con identificador 3007 está en mantenimiento.';
3175;8628787;'Balanceo Bodega';'La bodega con identificador 3175 está enviando productos a una nueva bodega.';
1365;1863855;'Balanceo Bodega';'La bodega con identificador 1365 está enviando productos a una nueva bodega.';
3149;4606729;'Cierre Bodega';'La bodega con identificador 3149 está en mantenimiento.';
3122;4606729;'Cierre Bodega';'La bodega con identificador 3122 está en mantenimiento.';
3661;8558240;'Cierre Bodega';'La bodega con identificador 3661 está en mantenimiento.';
1472;580952;'Cierre Bodega';'La bodega con identificador 1472 está en mantenimiento.';
805;5583458;'Cierre Bodega';'La bodega con identificador 805 está en mantenimiento.';
941;8167449;'Cierre Bodega';'La bodega con identificador 941 está en mantenimiento.';
713;5023078;'Cierre Bodega';'La bodega con identificador 713 está en mantenimiento.';
142;9250459;'Cierre Bodega';'La bodega con identificador 142 está en mantenimiento.';
2036;4310707;'Cierre Bodega';'La bodega con identificador 2036 está en ampliacion.';
3297;3779529;'Balanceo Bodega';'La bodega con identificador 3297 está enviando productos a una nueva bodega.';
3560;3779529;'Cierre Bodega';'La bodega con identificador 3560 está en mantenimiento.';
3954;7870315;'Cierre Bodega';'La bodega con identificador 3954 está en ampliacion.';
3793;7870315;'Cierre Bodega';'La bodega con identificador 3793 está en mantenimiento.';
1288;6796935;'Cierre Bodega';'La bodega con identificador 1288 está en ampliacion.';
3274;8321516;'Balanceo Bodega';'La bodega con identificador 3274 está enviando productos a una nueva bodega.';
1587;8186835;'Cierre Bodega';'La bodega con identificador 1587 está en mantenimiento.';
3322;2008420;'Cierre Bodega';'La bodega con identificador 3322 está en ampliacion.';
3878;5703200;'Cierre Bodega';'La bodega con identificador 3878 está en ampliacion.';
2977;6171850;'Cierre Bodega';'La bodega con identificador 2977 está en mantenimiento.';
1721;2580414;'Cierre Bodega';'La bodega con identificador 1721 está en ampliacion.';
1508;8592428;'Balanceo Bodega';'La bodega con identificador 1508 está enviando productos a una nueva bodega.';
850;3180419;'Cierre Bodega';'La bodega con identificador 850 está en ampliacion.';
2045;3180419;'Cierre Bodega';'La bodega con identificador 2045 está en mantenimiento.';
302;7928249;'Balanceo Bodega';'La bodega con identificador 302 está enviando productos a una nueva bodega.';
2347;7946873;'Balanceo Bodega';'La bodega con identificador 2347 está enviando productos a una nueva bodega.';
2022;4767750;'Cierre Bodega';'La bodega con identificador 2022 está en mantenimiento.';
569;4578929;'Balanceo Bodega';'La bodega con identificador 569 está enviando productos a una nueva bodega.';
2543;116863;'Balanceo Bodega';'La bodega con identificador 2543 está enviando productos a una nueva bodega.';
813;8552624;'Cierre Bodega';'La bodega con identificador 813 está en mantenimiento.';
3445;1131823;'Cierre Bodega';'La bodega con identificador 3445 está en mantenimiento.';
3070;3787339;'Cierre Bodega';'La bodega con identificador 3070 está en ampliacion.';
3341;8587013;'Balanceo Bodega';'La bodega con identificador 3341 está enviando productos a una nueva bodega.';
842;3412756;'Cierre Bodega';'La bodega con identificador 842 está en ampliacion.';
4431;3412756;'Balanceo Bodega';'La bodega con identificador 4431 está enviando productos a una nueva bodega.';
1655;7187897;'Cierre Bodega';'La bodega con identificador 1655 está en ampliacion.';
2271;9686745;'Balanceo Bodega';'La bodega con identificador 2271 está enviando productos a una nueva bodega.';
3885;2406879;'Cierre Bodega';'La bodega con identificador 3885 está en mantenimiento.';
415;2406879;'Cierre Bodega';'La bodega con identificador 415 está en ampliacion.';
3575;596751;'Cierre Bodega';'La bodega con identificador 3575 está en ampliacion.';
3277;596751;'Cierre Bodega';'La bodega con identificador 3277 está en ampliacion.';
1602;8494460;'Cierre Bodega';'La bodega con identificador 1602 está en ampliacion.';
3731;538536;'Cierre Bodega';'La bodega con identificador 3731 está en mantenimiento.';
1399;8852470;'Cierre Bodega';'La bodega con identificador 1399 está en mantenimiento.';
956;6875504;'Cierre Bodega';'La bodega con identificador 956 está en ampliacion.';
4370;8515006;'Cierre Bodega';'La bodega con identificador 4370 está en ampliacion.';
1931;9784958;'Cierre Bodega';'La bodega con identificador 1931 está en ampliacion.';
1477;3803292;'Balanceo Bodega';'La bodega con identificador 1477 está enviando productos a una nueva bodega.';
4155;4940333;'Balanceo Bodega';'La bodega con identificador 4155 está enviando productos a una nueva bodega.';
1145;6192747;'Cierre Bodega';'La bodega con identificador 1145 está en mantenimiento.';
1057;3719908;'Cierre Bodega';'La bodega con identificador 1057 está en ampliacion.';
4327;3974013;'Balanceo Bodega';'La bodega con identificador 4327 está enviando productos a una nueva bodega.';
2979;2575013;'Cierre Bodega';'La bodega con identificador 2979 está en ampliacion.';
270;4484626;'Cierre Bodega';'La bodega con identificador 270 está en ampliacion.';
3131;9988460;'Cierre Bodega';'La bodega con identificador 3131 está en mantenimiento.';
942;7750160;'Cierre Bodega';'La bodega con identificador 942 está en ampliacion.';
3877;5750061;'Cierre Bodega';'La bodega con identificador 3877 está en mantenimiento.';
1145;2577651;'Cierre Bodega';'La bodega con identificador 1145 está en mantenimiento.';
1082;2974705;'Cierre Bodega';'La bodega con identificador 1082 está en mantenimiento.';
4451;2974705;'Cierre Bodega';'La bodega con identificador 4451 está en mantenimiento.';
2494;2209291;'Balanceo Bodega';'La bodega con identificador 2494 está enviando productos a una nueva bodega.';
1441;6952194;'Balanceo Bodega';'La bodega con identificador 1441 está enviando productos a una nueva bodega.';
1617;6952194;'Cierre Bodega';'La bodega con identificador 1617 está en mantenimiento.';
1902;5671116;'Balanceo Bodega';'La bodega con identificador 1902 está enviando productos a una nueva bodega.';
2451;883218;'Balanceo Bodega';'La bodega con identificador 2451 está enviando productos a una nueva bodega.';
2365;2936971;'Balanceo Bodega';'La bodega con identificador 2365 está enviando productos a una nueva bodega.';
2863;6783966;'Cierre Bodega';'La bodega con identificador 2863 está en ampliacion.';
1310;9716867;'Cierre Bodega';'La bodega con identificador 1310 está en mantenimiento.';
61;3239341;'Cierre Bodega';'La bodega con identificador 61 está en mantenimiento.';
100;1342780;'Balanceo Bodega';'La bodega con identificador 100 está enviando productos a una nueva bodega.';
3652;3899526;'Cierre Bodega';'La bodega con identificador 3652 está en ampliacion.';
4109;7566302;'Balanceo Bodega';'La bodega con identificador 4109 está enviando productos a una nueva bodega.';
2425;8415988;'Cierre Bodega';'La bodega con identificador 2425 está en ampliacion.';
3853;7351064;'Cierre Bodega';'La bodega con identificador 3853 está en ampliacion.';
2166;4691284;'Balanceo Bodega';'La bodega con identificador 2166 está enviando productos a una nueva bodega.';
4153;4691284;'Cierre Bodega';'La bodega con identificador 4153 está en mantenimiento.';
1396;5340243;'Cierre Bodega';'La bodega con identificador 1396 está en mantenimiento.';
555;5340243;'Cierre Bodega';'La bodega con identificador 555 está en mantenimiento.';
945;8638588;'Cierre Bodega';'La bodega con identificador 945 está en ampliacion.';
1781;7791303;'Cierre Bodega';'La bodega con identificador 1781 está en mantenimiento.';
3159;1325541;'Balanceo Bodega';'La bodega con identificador 3159 está enviando productos a una nueva bodega.';
699;4871521;'Cierre Bodega';'La bodega con identificador 699 está en ampliacion.';
1701;3200925;'Cierre Bodega';'La bodega con identificador 1701 está en mantenimiento.';
4162;3200925;'Cierre Bodega';'La bodega con identificador 4162 está en ampliacion.';
2538;7775084;'Cierre Bodega';'La bodega con identificador 2538 está en ampliacion.';
1616;421245;'Cierre Bodega';'La bodega con identificador 1616 está en mantenimiento.';
944;1575421;'Cierre Bodega';'La bodega con identificador 944 está en ampliacion.';
3711;3919570;'Cierre Bodega';'La bodega con identificador 3711 está en mantenimiento.';
1721;2752937;'Cierre Bodega';'La bodega con identificador 1721 está en ampliacion.';
942;3084945;'Cierre Bodega';'La bodega con identificador 942 está en ampliacion.';
4172;3084945;'Cierre Bodega';'La bodega con identificador 4172 está en ampliacion.';
3460;3084945;'Cierre Bodega';'La bodega con identificador 3460 está en ampliacion.';
967;3084945;'Cierre Bodega';'La bodega con identificador 967 está en mantenimiento.';
2297;3901926;'Cierre Bodega';'La bodega con identificador 2297 está en mantenimiento.';
112;1380630;'Cierre Bodega';'La bodega con identificador 112 está en ampliacion.';
195;1472357;'Balanceo Bodega';'La bodega con identificador 195 está enviando productos a una nueva bodega.';
2019;1472357;'Balanceo Bodega';'La bodega con identificador 2019 está enviando productos a una nueva bodega.';
4388;1485959;'Balanceo Bodega';'La bodega con identificador 4388 está enviando productos a una nueva bodega.';
119;8619093;'Cierre Bodega';'La bodega con identificador 119 está en mantenimiento.';
4091;2522536;'Cierre Bodega';'La bodega con identificador 4091 está en ampliacion.';
2126;2522536;'Cierre Bodega';'La bodega con identificador 2126 está en mantenimiento.';
1290;8662939;'Cierre Bodega';'La bodega con identificador 1290 está en mantenimiento.';
1599;8662939;'Cierre Bodega';'La bodega con identificador 1599 está en ampliacion.';
998;9583846;'Cierre Bodega';'La bodega con identificador 998 está en ampliacion.';
608;4813244;'Cierre Bodega';'La bodega con identificador 608 está en mantenimiento.';
3200;9187930;'Cierre Bodega';'La bodega con identificador 3200 está en mantenimiento.';
1290;42113;'Cierre Bodega';'La bodega con identificador 1290 está en mantenimiento.';
3064;5006398;'Balanceo Bodega';'La bodega con identificador 3064 está enviando productos a una nueva bodega.';
4041;9479735;'Cierre Bodega';'La bodega con identificador 4041 está en mantenimiento.';
2977;8706697;'Cierre Bodega';'La bodega con identificador 2977 está en mantenimiento.';
956;4907506;'Cierre Bodega';'La bodega con identificador 956 está en ampliacion.';
156;3328425;'Cierre Bodega';'La bodega con identificador 156 está en mantenimiento.';
4230;7431774;'Balanceo Bodega';'La bodega con identificador 4230 está enviando productos a una nueva bodega.';
4313;7102120;'Balanceo Bodega';'La bodega con identificador 4313 está enviando productos a una nueva bodega.';
1453;415679;'Balanceo Bodega';'La bodega con identificador 1453 está enviando productos a una nueva bodega.';
2560;9226515;'Balanceo Bodega';'La bodega con identificador 2560 está enviando productos a una nueva bodega.';
2233;9226515;'Balanceo Bodega';'La bodega con identificador 2233 está enviando productos a una nueva bodega.';
3789;9226515;'Balanceo Bodega';'La bodega con identificador 3789 está enviando productos a una nueva bodega.';
3287;8397907;'Balanceo Bodega';'La bodega con identificador 3287 está enviando productos a una nueva bodega.';
1812;2398425;'Balanceo Bodega';'La bodega con identificador 1812 está enviando productos a una nueva bodega.';
4092;9350403;'Balanceo Bodega';'La bodega con identificador 4092 está enviando productos a una nueva bodega.';
310;4686637;'Cierre Bodega';'La bodega con identificador 310 está en mantenimiento.';
61;1181987;'Cierre Bodega';'La bodega con identificador 61 está en mantenimiento.';
1611;1181987;'Cierre Bodega';'La bodega con identificador 1611 está en mantenimiento.';
719;2702666;'Balanceo Bodega';'La bodega con identificador 719 está enviando productos a una nueva bodega.';
2648;2029335;'Cierre Bodega';'La bodega con identificador 2648 está en ampliacion.';
1568;6513963;'Cierre Bodega';'La bodega con identificador 1568 está en mantenimiento.';
3536;6513963;'Cierre Bodega';'La bodega con identificador 3536 está en mantenimiento.';
3926;6875370;'Balanceo Bodega';'La bodega con identificador 3926 está enviando productos a una nueva bodega.';
873;6413682;'Cierre Bodega';'La bodega con identificador 873 está en mantenimiento.';
4023;6413682;'Balanceo Bodega';'La bodega con identificador 4023 está enviando productos a una nueva bodega.';
1410;5587809;'Cierre Bodega';'La bodega con identificador 1410 está en ampliacion.';
728;5587809;'Cierre Bodega';'La bodega con identificador 728 está en ampliacion.';
4214;7889508;'Balanceo Bodega';'La bodega con identificador 4214 está enviando productos a una nueva bodega.';
942;7889508;'Cierre Bodega';'La bodega con identificador 942 está en ampliacion.';
1857;8986383;'Cierre Bodega';'La bodega con identificador 1857 está en mantenimiento.';
3634;5905287;'Balanceo Bodega';'La bodega con identificador 3634 está enviando productos a una nueva bodega.';
553;9277885;'Balanceo Bodega';'La bodega con identificador 553 está enviando productos a una nueva bodega.';
3534;7452845;'Cierre Bodega';'La bodega con identificador 3534 está en ampliacion.';
3653;7452845;'Balanceo Bodega';'La bodega con identificador 3653 está enviando productos a una nueva bodega.';
961;7464073;'Cierre Bodega';'La bodega con identificador 961 está en ampliacion.';
4112;1625482;'Cierre Bodega';'La bodega con identificador 4112 está en ampliacion.';
2785;8674475;'Balanceo Bodega';'La bodega con identificador 2785 está enviando productos a una nueva bodega.';
3131;8674475;'Cierre Bodega';'La bodega con identificador 3131 está en mantenimiento.';
1538;5342930;'Cierre Bodega';'La bodega con identificador 1538 está en ampliacion.';
1399;3325463;'Cierre Bodega';'La bodega con identificador 1399 está en mantenimiento.';
946;9509232;'Balanceo Bodega';'La bodega con identificador 946 está enviando productos a una nueva bodega.';
4120;7403993;'Cierre Bodega';'La bodega con identificador 4120 está en ampliacion.';
2254;98766;'Cierre Bodega';'La bodega con identificador 2254 está en ampliacion.';
3411;9234948;'Cierre Bodega';'La bodega con identificador 3411 está en ampliacion.';
3877;6553632;'Cierre Bodega';'La bodega con identificador 3877 está en mantenimiento.';
1148;5539543;'Balanceo Bodega';'La bodega con identificador 1148 está enviando productos a una nueva bodega.';
2800;7186205;'Cierre Bodega';'La bodega con identificador 2800 está en mantenimiento.';
4017;7186205;'Balanceo Bodega';'La bodega con identificador 4017 está enviando productos a una nueva bodega.';
2563;6735558;'Cierre Bodega';'La bodega con identificador 2563 está en mantenimiento.';
1060;2995726;'Balanceo Bodega';'La bodega con identificador 1060 está enviando productos a una nueva bodega.';
119;1722726;'Cierre Bodega';'La bodega con identificador 119 está en mantenimiento.';
393;2005144;'Cierre Bodega';'La bodega con identificador 393 está en mantenimiento.';
2822;6899368;'Cierre Bodega';'La bodega con identificador 2822 está en mantenimiento.';
879;4084709;'Cierre Bodega';'La bodega con identificador 879 está en mantenimiento.';
4041;2987860;'Cierre Bodega';'La bodega con identificador 4041 está en mantenimiento.';
1721;2987860;'Cierre Bodega';'La bodega con identificador 1721 está en ampliacion.';
3275;2987860;'Cierre Bodega';'La bodega con identificador 3275 está en mantenimiento.';
4497;5615729;'Balanceo Bodega';'La bodega con identificador 4497 está enviando productos a una nueva bodega.';
131;263;'Balanceo Bodega';'La bodega con identificador 131 está enviando productos a una nueva bodega.';
2614;263;'Balanceo Bodega';'La bodega con identificador 2614 está enviando productos a una nueva bodega.';
574;8730935;'Cierre Bodega';'La bodega con identificador 574 está en ampliacion.';
4016;7209934;'Cierre Bodega';'La bodega con identificador 4016 está en ampliacion.';
565;3468089;'Balanceo Bodega';'La bodega con identificador 565 está enviando productos a una nueva bodega.';
1599;2791526;'Cierre Bodega';'La bodega con identificador 1599 está en ampliacion.';
3072;8455086;'Cierre Bodega';'La bodega con identificador 3072 está en ampliacion.';
1439;659064;'Cierre Bodega';'La bodega con identificador 1439 está en mantenimiento.';
2657;3730397;'Balanceo Bodega';'La bodega con identificador 2657 está enviando productos a una nueva bodega.';
3176;7463947;'Balanceo Bodega';'La bodega con identificador 3176 está enviando productos a una nueva bodega.';
18;7247602;'Balanceo Bodega';'La bodega con identificador 18 está enviando productos a una nueva bodega.';
1820;7632669;'Cierre Bodega';'La bodega con identificador 1820 está en mantenimiento.';
3277;7632669;'Cierre Bodega';'La bodega con identificador 3277 está en ampliacion.';
1367;3737371;'Cierre Bodega';'La bodega con identificador 1367 está en ampliacion.';
4369;1815891;'Cierre Bodega';'La bodega con identificador 4369 está en ampliacion.';
3878;9677661;'Cierre Bodega';'La bodega con identificador 3878 está en ampliacion.';
4115;9380549;'Cierre Bodega';'La bodega con identificador 4115 está en mantenimiento.';
1502;9713578;'Balanceo Bodega';'La bodega con identificador 1502 está enviando productos a una nueva bodega.';
547;2854909;'Cierre Bodega';'La bodega con identificador 547 está en ampliacion.';
2863;9462647;'Cierre Bodega';'La bodega con identificador 2863 está en ampliacion.';
2277;5069516;'Cierre Bodega';'La bodega con identificador 2277 está en ampliacion.';
3843;5069516;'Cierre Bodega';'La bodega con identificador 3843 está en mantenimiento.';
2901;9750149;'Cierre Bodega';'La bodega con identificador 2901 está en mantenimiento.';
3323;5552815;'Cierre Bodega';'La bodega con identificador 3323 está en ampliacion.';
4404;6184322;'Cierre Bodega';'La bodega con identificador 4404 está en ampliacion.';
316;6184322;'Cierre Bodega';'La bodega con identificador 316 está en mantenimiento.';
3136;889101;'Cierre Bodega';'La bodega con identificador 3136 está en mantenimiento.';
124;2843205;'Balanceo Bodega';'La bodega con identificador 124 está enviando productos a una nueva bodega.';
156;8268614;'Cierre Bodega';'La bodega con identificador 156 está en mantenimiento.';
3944;8268614;'Balanceo Bodega';'La bodega con identificador 3944 está enviando productos a una nueva bodega.';
1448;5178418;'Cierre Bodega';'La bodega con identificador 1448 está en mantenimiento.';
833;5178418;'Cierre Bodega';'La bodega con identificador 833 está en mantenimiento.';
945;1611023;'Cierre Bodega';'La bodega con identificador 945 está en ampliacion.';
238;7891472;'Balanceo Bodega';'La bodega con identificador 238 está enviando productos a una nueva bodega.';
2039;7891472;'Balanceo Bodega';'La bodega con identificador 2039 está enviando productos a una nueva bodega.';
3173;5492285;'Cierre Bodega';'La bodega con identificador 3173 está en mantenimiento.';
956;5212802;'Cierre Bodega';'La bodega con identificador 956 está en ampliacion.';
1912;9727245;'Balanceo Bodega';'La bodega con identificador 1912 está enviando productos a una nueva bodega.';
3340;9685748;'Balanceo Bodega';'La bodega con identificador 3340 está enviando productos a una nueva bodega.';
1108;7868081;'Cierre Bodega';'La bodega con identificador 1108 está en mantenimiento.';
3400;2289358;'Cierre Bodega';'La bodega con identificador 3400 está en mantenimiento.';
2863;6287911;'Cierre Bodega';'La bodega con identificador 2863 está en ampliacion.';
4270;4732832;'Cierre Bodega';'La bodega con identificador 4270 está en ampliacion.';
